region_code,region_name,division_code,division_name,state_abbr,state_code,state_name,year,popestimate,npopchg,births,deaths,naturalinc,internationalmig,domesticmig,netmig,residual,rbirth,rdeath,rnaturalinc,rinternationalmig,rdomesticmig,rnetmig,percap_real_inc,employment_10,employment_20,employment_40,employment_50,employment_60,employment_70,employment_80,employment_90,employment_100,employment_200,employment_300,employment_400,employment_500,employment_600,employment_700,employment_800,employment_900,employment_1000,employment_1100,employment_1200,employment_1300,employment_1400,employment_1500,employment_1600,employment_1700,employment_1800,employment_1900,employment_2000,employment_2001,employment_2002,employment_2010,employment_2011,employment_2012
4,West,8,Mountain,MT,30,Montana,2018,1060665,8183,11552,9666,1886,288,5996,6284,13,10.933456,9.1484404,1.7850155,.27257925,5.6749482,5.9475274,44597,636171,466766,169405,24065,145340,29088,607083,512911,7457,10959,3231,50417,23417,18537,75486,18030,9377,24824,29633,34385,1827,27210,7515,66094,19444,51825,33243,94172,13634,8204,72334,25984,46350
4,West,8,Mountain,MT,30,Montana,2019,1068778,8113,11618,9870,1748,322,6024,6346,19,10.911774,9.27003,1.6417439,.30242652,5.6578174,5.9602442,43176,571215,423152,148063,24817,123246,30480,540735,448211,7097,6936,2885,41068,22028,17203,69481,16843,9060,21403,20574,29421,1404,22621,6167,58310,15892,47738,32080,92524,14029,8506,69989,24566,45423
4,West,8,Mountain,MT,30,Montana,2019,1068778,8113,11618,9870,1748,322,6024,6346,19,10.911774,9.27003,1.6417439,.30242652,5.6578174,5.9602442,41977,683974,494412,189562,22865,166697,29606,654368,558944,8197,10627,2973,48851,25162,19333,75295,21135,8416,26664,38943,39759,2717,26524,9433,77341,21512,59714,36348,95424,13244,7785,74395,26547,47848
2,Midwest,4,West North Central,NE,31,Nebraska,2019,1934408,8794,25343,15582,9761,3295,-4220,-925,-42,13.131013,8.0735292,5.0574841,1.7072442,-2.186516,-.47927189,55667,1223177,969796,253381,40013,213368,51627,1171550,995379,9643,2464,2085,69332,96628,43982,130087,60639,19641,78523,37502,60175,17735,56334,22384,128653,22103,73937,63532,176171,16564,13752,145855,35050,110805
2,Midwest,4,West North Central,NE,31,Nebraska,2018,1925614,9667,25470,15731,9739,3280,-3334,-54,-18,13.260235,8.1898994,5.0703349,1.7076392,-1.7357527,-.028113572,46687,1237365,990945,246420,39564,206856,49906,1187459,1014146,8940,2592,2058,72198,104365,44664,133565,63393,21123,75744,37005,61110,17486,60120,21470,127569,21857,75117,63770,173313,16183,13788,143342,34701,108641
4,West,8,Mountain,NV,32,Nevada,2018,3027341,57436,35700,25146,10554,-992,47650,46658,224,11.905464,8.385849,3.5196154,-.3308185,15.890627,15.559809,47929,1441158,1190151,251007,2710,248297,4943,1436215,1285444,1518,12275,5258,136969,49137,39423,150752,45859,18920,68924,81107,76697,11748,95304,8350,87198,45831,291651,58523,150771,16781,13832,120158,30560,89598
4,West,8,Mountain,NV,32,Nevada,2019,3080156,52815,35932,25610,10322,-970,43207,42237,256,11.766522,8.3864145,3.3801081,-.31764239,14.14884,13.831198,39038,1779792,1373186,406606,3002,403604,5434,1774358,1597614,1806,19626,4407,101021,54006,41333,178362,100771,20622,85037,103967,98136,30563,127951,17782,141481,55862,329179,85702,176744,19202,18099,139443,36575,102868
1,Northeast,1,New England,NH,33,New Hampshire,2018,1353465,4678,12023,12378,-355,2292,2784,5076,-43,8.8985043,9.1612473,-.2627438,1.6963629,2.0605037,3.7568665,45389,844499,655526,188973,4033,184940,5697,838802,743707,3289,1556,2469,49724,71436,31540,111015,16493,14778,42121,36675,57155,8827,45576,28657,96873,21489,60940,43094,95095,7410,4610,83075,25461,57614
1,Northeast,1,New England,NH,33,New Hampshire,2019,1359711,6246,12004,12125,-121,1947,4469,6416,-49,8.84867,8.9378643,-.089194357,1.4352183,3.2942941,4.7295127,54518,820809,633060,187749,3997,183752,5137,815672,719441,3091,1176,2677,51883,72737,29540,110782,16098,14940,41480,33885,54516,8420,39042,27027,94722,20553,55416,41456,96231,7793,4544,83894,24956,58938
1,Northeast,2,Middle Atlantic,NJ,34,New Jersey,2018,8886025,500,100724,75450,25274,26340,-51151,-24811,37,11.335421,8.4910994,2.8443215,2.9642885,-5.7565041,-2.7922156,55559,4909617,4068023,841594,8849,832745,16910,4892707,4244088,5507,2821,15315,246191,347754,250430,536520,193274,112961,280390,227813,393396,66839,313991,106176,507134,90632,296243,250701,648619,62675,26566,559378,153645,405733
1,Northeast,2,Middle Atlantic,NJ,34,New Jersey,2019,8882190,-3835,99501,75723,23778,21284,-48946,-27662,49,11.199887,8.5234222,2.6764648,2.3957386,-5.5093884,-3.1136498,49047,5448478,4174679,1273799,8806,1264993,19305,5429173,4817582,6839,3823,15493,249296,261120,239386,548676,283932,89816,340475,332226,459362,91827,350750,136814,651851,124719,342331,288846,611591,49420,25149,537022,140088,396934
4,West,8,Mountain,NM,35,New Mexico,2018,2092741,957,23404,18574,4830,1437,-5244,-3807,-66,11.185977,8.877471,2.3085058,.68681633,-2.5063777,-1.8195614,40699,1079132,867019,212113,15255,196858,22829,1056303,842035,5168,23611,4174,79386,42828,29396,116530,25840,18444,32550,39300,74292,6413,58402,15910,107916,21928,84336,55611,214268,30541,15764,167963,63670,104293
4,West,8,Mountain,NM,35,New Mexico,2019,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319,8.7779894,2.2613299,.73802322,-1.019675,-.28165182,36404,1064267,836180,228087,20715,207372,27322,1036945,823130,5221,28340,4540,59142,35740,26490,111426,24330,16501,35798,39637,77519,5485,54698,16277,121582,23132,82292,54980,213815,32600,18057,163158,58307,104851
4,West,8,Mountain,NM,35,New Mexico,2019,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319,8.7779894,2.2613299,.73802322,-1.019675,-.28165182,43487,1050191,844235,205956,15588,190368,23272,1026919,808203,5276,21143,4120,73532,41013,28629,116223,25189,17362,31850,37060,66867,6339,55054,15570,105671,21541,81349,54415,218716,30084,16258,172374,69105,103269
4,West,8,Mountain,NM,35,New Mexico,2019,2096829,4088,23125,18388,4737,1546,-2136,-590,-59,11.039319,8.7779894,2.2613299,.73802322,-1.019675,-.28165182,42710,1092255,860270,231985,21542,210443,29003,1063252,854472,5557,36662,4683,59707,34157,28503,114887,27244,15587,34462,39656,77542,5876,52994,16960,129721,24245,90193,55836,208780,29188,17126,162466,58970,103496
1,Northeast,2,Middle Atlantic,NY,36,New York,2018,19530351,-59221,226993,160899,66094,55959,-181262,-125303,-12,11.604982,8.2259369,3.3790455,2.8608952,-9.2669916,-6.4060965,50847,12389041,9625594,2763447,30627,2732820,52735,12336306,10877974,14646,14130,40919,547400,481532,375836,1102272,473489,314829,906882,697038,1005511,165735,627524,491641,1716112,368227,846652,687599,1458332,116504,55511,1286317,243488,1042829
1,Northeast,2,Middle Atlantic,NY,36,New York,2019,19453561,-76790,222924,164817,58107,45753,-180649,-134896,-1,11.436718,8.4556417,2.981076,2.347276,-9.2678747,-6.9205985,46769,10513327,8665131,1848196,33587,1814609,52887,10460440,8959697,12796,9290,40511,466302,621487,386199,1021235,311514,303689,685277,450087,783514,125361,529049,374304,1374800,278749,581084,604449,1500743,130386,56362,1313995,250863,1063132
3,South,5,South Atlantic,NC,37,North Carolina,2018,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,40922,5568662,4389493,1179169,41400,1137769,65734,5502928,4650758,26197,8548,14597,305791,471440,202961,573189,154661,88036,242206,236010,322452,85041,394422,135291,540679,119320,407975,321942,852170,68985,131999,651186,213035,438151
3,South,5,South Atlantic,NC,37,North Carolina,2019,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,43606,5215744,4156151,1059593,43625,1015968,63489,5152255,4292955,23378,7346,13499,319446,468726,183663,534095,138561,83127,232372,217199,286784,76009,316904,116784,523196,103248,358340,290278,859300,67575,142715,649010,208717,440293
2,Midwest,4,West North Central,ND,38,North Dakota,2019,762062,3982,10536,6250,4286,951,-1267,-316,12,13.861863,8.2229156,5.638947,1.2511989,-1.6669495,-.41575062,51051,445433,344694,100739,31963,68776,37284,408149,330948,3256,4227,3415,23072,25150,19456,51200,13401,9316,19809,10626,14402,2993,16273,4288,51354,5671,28711,24328,77201,9660,12280,55261,20419,34842
2,Midwest,4,West North Central,ND,38,North Dakota,2018,758080,3138,10570,6150,4420,1063,-2358,-1295,13,13.972037,8.129426,5.8426118,1.4051349,-3.1169407,-1.7118059,47467,567388,447229,120159,26795,93364,33055,534333,448759,4633,30046,3580,39260,26563,26302,57490,25882,7721,25888,19938,20829,5004,18421,5754,61753,7346,36484,25865,85574,9455,11761,64358,25295,39063
2,Midwest,3,East North Central,OH,39,Ohio,2019,11689100,12759,134291,117750,16541,9553,-12916,-3363,-419,11.49484,10.078988,1.4158517,.81770337,-1.1055644,-.28786102,46569,7065741,5666700,1399041,70625,1328416,88379,6977362,6170262,15521,24991,20093,349925,728885,254297,681126,296124,87603,358937,281822,401116,150588,423720,146390,904577,148178,519249,377120,807100,78772,35118,693210,177333,515877
2,Midwest,3,East North Central,OH,39,Ohio,2018,11676341,16691,135947,119884,16063,13237,-12281,956,-328,11.651273,10.274601,1.3766718,1.1344708,-1.0525372,.081933528,45385,6620830,5562507,1058323,72471,985852,88195,6532635,5688650,10430,20978,21969,354973,860594,250569,755244,209818,109168,297985,208543,341563,98420,379030,117690,722949,115370,445067,368290,843985,79717,38600,725668,172103,553565
3,South,7,West South Central,OK,40,Oklahoma,2018,3940235,8919,49525,40486,9039,4353,-4408,-55,-65,12.583289,10.286664,2.2966249,1.1060082,-1.1199826,-.013974374,46196,2336794,1736582,600212,70647,529565,76389,2260405,1886626,10236,98057,11135,135721,150260,63919,224962,81204,25507,110852,93118,120162,24283,140580,31262,223562,37629,171204,132973,373779,49767,34740,289272,78536,210736
3,South,7,West South Central,OK,40,Oklahoma,2019,3956971,16736,48759,40266,8493,4484,3822,8306,-63,12.348418,10.197531,2.1508873,1.1355915,.96793729,2.1035287,47124,2248291,1679717,568574,73334,495240,84732,2163559,1792945,8859,139586,12021,126454,148068,67888,221050,61730,26872,100605,77732,106581,18686,132187,28963,212681,31072,148300,123610,370614,47226,35621,287767,84907,202860
4,West,9,Pacific,OR,41,Oregon,2018,4181886,38261,43425,36180,7245,3356,27663,31019,-3,10.431792,8.6913586,1.7404337,.80619675,6.6453581,7.4515548,38400,2196887,1735866,461021,38782,422239,67934,2128953,1854292,29992,3593,5034,131576,214590,85653,242933,65690,40572,83089,94012,119922,28539,120297,48098,224822,47108,150005,118767,274661,29626,12673,232362,58143,174219
4,West,9,Pacific,OR,41,Oregon,2019,4217737,35851,43305,36563,6742,3295,25821,29116,-7,10.311177,8.7058668,1.6053102,.78455901,6.1481333,6.9326921,44581,2288619,1789235,499384,35429,463955,65329,2223290,1939307,31426,4608,5146,134797,207650,87828,243880,67559,42780,91612,103615,134174,33517,120448,49883,245292,53154,161766,120172,283983,29552,12159,242272,56404,185868
1,Northeast,2,Middle Atlantic,PA,42,Pennsylvania,2018,12800922,13281,136914,134063,2851,31675,-20731,10944,-514,10.701187,10.478354,.22283393,2.4757154,-1.6203333,.85538214,50885,7152678,5945739,1206939,52305,1154634,72516,7080162,6265394,16839,28751,21683,409046,692971,259790,801024,256996,124904,348963,237202,448151,101686,354798,254946,923443,137343,439783,407075,814768,104780,41156,668832,190844,477988
1,Northeast,2,Middle Atlantic,PA,42,Pennsylvania,2019,12801989,1067,135190,133439,1751,19532,-19588,-56,-628,10.560518,10.423737,.13678132,1.525764,-1.5301385,-.0043745032,44692,7873779,6279312,1594467,48567,1545900,68971,7804808,7032545,19458,40914,24253,402150,605213,238922,748812,390380,105741,430389,327058,540792,147495,406385,312645,1152004,183380,518316,438238,772263,98276,34958,639029,187616,451413
1,Northeast,1,New England,RI,44,Rhode Island,2018,1058287,2614,10691,9939,752,4653,-2769,1884,-22,10.114666,9.4032049,.71146095,4.4021645,-2.6197278,1.7824367,49969,588284,475472,112812,997,111815,1507,586777,513396,1824,474,1190,29320,43884,17823,55903,11875,11588,34241,25127,36725,9538,30048,28450,86110,14394,43870,31012,73381,10299,7244,55838,20826,35012
1,Northeast,1,New England,RI,44,Rhode Island,2019,1059361,1074,10481,9802,679,3645,-3215,430,-35,9.8987179,9.2574406,.64127749,3.4424984,-3.0363874,.40611094,47003,627028,499515,127513,948,126565,1562,625466,553393,,,1386,29211,43540,19607,57239,14915,10261,35714,28426,40961,13251,35143,31022,89332,16613,50236,34124,72073,10490,7190,54393,21649,32744
3,South,5,South Atlantic,SC,45,South Carolina,2019,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,39226,2846388,2231951,614437,21108,593329,27497,2818891,2407982,12364,4160,12559,163136,259602,80278,303668,98833,35253,119715,134561,160754,26109,226228,47233,242447,59185,249764,172133,410909,34113,53043,323753,99856,223897
3,South,5,South Atlantic,SC,45,South Carolina,2018,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,40710,2453282,1947212,506070,21583,484487,28422,2424860,2029330,11070,4286,12462,127181,229412,73355,272891,67210,32210,107361,107732,124879,17831,190725,40261,205998,49111,204194,151161,395530,32991,54216,308323,96066,212257
2,Midwest,4,West North Central,SD,46,South Dakota,2019,884659,5961,11911,7337,4574,418,964,1382,5,13.509459,8.3216276,5.1878319,.4740957,1.0933691,1.5674648,52230,581384,438191,143193,27811,115382,34101,547283,463211,5671,2929,2031,32530,43783,21233,65416,15562,7124,40047,21934,20889,4600,19072,10399,67097,11349,42293,29252,84072,11152,8283,64637,18649,45988
2,Midwest,4,West North Central,SD,46,South Dakota,2018,878698,5830,12028,7381,4647,513,665,1178,5,13.733995,8.427887,5.306109,.58576155,.7593205,1.345082,53803,589296,444363,144933,27218,117715,33584,555712,471347,6017,2788,2051,33369,44618,22868,66405,15995,7278,39544,23259,21037,5049,18876,10559,66950,11789,43084,29811,84365,11102,8091,65172,18818,46354
3,South,6,East South Central,TN,47,Tennessee,2019,6829174,57543,80239,67977,12262,9293,36009,45302,-21,11.799154,9.996026,1.8031286,1.3665367,5.2951279,6.6616645,43366,3421028,2781665,639363,92450,546913,103400,3317628,2893993,10593,6441,3849,208308,463947,138227,392283,167704,62235,137423,96952,153802,25694,222239,49686,281202,55235,225258,192915,423635,50159,24414,349062,95065,253997
3,South,6,East South Central,TN,47,Tennessee,2018,6771631,62832,80946,68970,11976,9506,41341,50847,9,12.009409,10.232612,1.7767979,1.4103408,6.1334839,7.5438247,49640,3507914,2812871,695043,78300,616743,90703,3417211,2978666,10225,5389,3809,214563,423051,138913,396503,166943,58055,140325,109810,165364,23527,236373,58406,314470,60738,242677,209525,438545,50830,23272,364443,97919,266524
3,South,7,West South Central,TX,48,Texas,2018,28628666,333393,379544,201799,177745,71278,83795,155073,575,13.335128,7.0901279,6.2449999,2.5043242,2.944104,5.4484282,50021,17605335,12973344,4631991,223787,4408204,273634,17331701,15261478,65812,416200,57049,1207229,963589,654364,1659051,820763,257778,1075064,797382,1218985,213559,1177529,285075,1704735,306186,1341341,1039787,2070223,201941,172181,1696101,373160,1322941
3,South,7,West South Central,TX,48,Texas,2019,28995881,367215,378664,202786,175878,65044,125660,190704,633,13.142455,7.0381813,6.1042738,2.2575102,4.3613358,6.6188459,44942,16414591,12305432,4109159,225073,3884086,274103,16140488,14130106,59531,533317,56226,1068597,953125,676936,1607260,660723,245088,956801,698003,1094264,162431,1075871,255283,1581904,261361,1214545,968840,2010382,195008,171440,1643934,364172,1279762
4,West,8,Mountain,UT,49,Utah,2018,3153550,52508,48349,17695,30654,5758,16083,21841,13,15.460321,5.6582427,9.8020782,1.8412073,5.1427813,6.9839888,41244,1633982,1241969,392013,14873,377140,19421,1614561,1383036,3290,13931,4326,98701,120722,51203,178209,52142,34705,119670,91172,106552,23508,85861,46699,134268,34083,99697,84297,231525,36388,16959,178178,65677,112501
4,West,8,Mountain,UT,49,Utah,2019,3205958,52408,48642,17443,31199,5579,15588,21167,42,15.29741,5.4856443,9.8117657,1.7545383,4.902266,6.6568041,38759,1517566,1200077,317489,13709,303780,18645,1498921,1278724,2903,10198,4191,110875,124726,49567,170275,50485,37292,86764,76484,90626,20070,87310,38117,115403,30100,93286,80052,220197,35299,17608,167290,64435,102855
4,West,8,Mountain,UT,49,Utah,2019,3205958,52408,48642,17443,31199,5579,15588,21167,42,15.29741,5.4856443,9.8117657,1.7545383,4.902266,6.6568041,46385,1688150,1307417,380733,14528,366205,19241,1668909,1440391,3302,15939,4442,120458,132698,54062,185606,55180,35959,111944,93858,109157,24758,93472,44848,131482,33963,103301,85962,228518,35383,16540,176595,66269,110326
4,West,8,Mountain,UT,49,Utah,2019,3205958,52408,48642,17443,31199,5579,15588,21167,42,15.29741,5.4856443,9.8117657,1.7545383,4.902266,6.6568041,34755,1803953,1381259,422694,16114,406580,20615,1783338,1540825,3841,17698,4125,104277,129555,58285,190310,57501,39299,116475,103782,129509,25181,103374,55878,150527,39754,115640,95814,242513,34318,16074,192121,71596,120525
1,Northeast,1,New England,VT,50,Vermont,2018,624358,14,5537,5778,-241,454,-179,275,-20,8.8684092,9.2544098,-.38600081,.72715509,-.28669772,.44045737,45415,414181,309536,104645,6477,98168,8756,405425,348300,3532,1048,1839,29039,34501,10866,47208,8746,6844,14360,13804,25618,1000,15995,16668,55127,10632,30635,20838,57125,6633,4166,46326,16251,30075
1,Northeast,1,New England,VT,50,Vermont,2019,623989,-369,5581,5634,-53,383,-682,-299,-17,8.9414244,9.0263367,-.084912285,.61361146,-1.0926449,-.47903347,43621,417100,319449,97651,6008,91643,8486,408614,353104,3488,936,1775,32559,39515,11498,49948,9303,7705,13044,12641,24384,436,15347,16691,49965,10095,31795,21979,55510,6106,4037,45367,16074,29293
3,South,5,South Atlantic,VA,51,Virginia,2018,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,47364,5142712,4099920,1042792,38903,1003889,50870,5091842,4214968,13941,12895,12015,280958,247138,122616,501513,182346,83322,220417,226613,545440,78694,303691,106312,493187,107213,367764,308893,876874,197710,138204,540960,165211,375749
3,South,5,South Atlantic,VA,51,Virginia,2019,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,46989,4953354,3972438,980916,40228,940688,54529,4898825,4029357,13480,14341,11214,268053,244742,127678,492920,148385,87084,207064,217411,517872,77200,287961,102246,466715,100529,344219,300243,869468,192578,138966,537924,164139,373785
4,West,9,Pacific,WA,53,Washington,2019,7614893,91024,87950,58587,29363,24103,37476,61579,82,11.61918,7.7399988,3.8791811,3.1842763,4.9509993,8.1352758,45828,3585355,2913982,671373,31561,639812,73700,3511655,2917043,37844,5560,4778,221826,278454,130854,388795,105315,101375,144796,152104,233996,34205,178264,60774,331747,81912,227977,196467,594612,69818,76030,448764,143438,305326
4,West,9,Pacific,WA,53,Washington,2018,7523869,100507,87338,57709,29629,23609,47153,70762,116,11.686178,7.7216978,3.9644802,3.1589797,6.3092623,9.4682417,43125,3924936,3143460,781476,34669,746807,74330,3850606,3240766,38566,6429,4979,277709,310672,142024,406468,116433,114074,157290,185643,270303,36060,202019,64500,361949,88738,252292,204618,609840,68750,77285,463805,147839,315966
3,South,5,South Atlantic,WV,54,West Virginia,2019,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,40629,913619,743403,170216,19708,150508,21275,892344,733994,3084,46383,5299,48349,51308,24928,106866,25280,11086,27429,25527,39195,6963,42134,12545,124317,14427,70934,47940,158350,23398,9419,125533,52232,73301
3,South,5,South Atlantic,WV,54,West Virginia,2018,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,40708,871233,726016,145217,20014,125203,21847,849386,698356,3956,26604,6740,48518,70857,25068,109064,24953,13992,28339,19051,34647,3107,38829,12171,107607,14009,59087,51757,151030,21975,10103,118952,46033,72919
3,South,5,South Atlantic,WV,54,West Virginia,2019,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,38248,918927,751073,167854,19677,148177,21375,897552,735047,3070,47579,5425,49741,51718,25460,106507,24395,11184,27676,25077,38530,7149,42329,12405,123754,14327,70563,48158,162505,23323,9605,129577,52387,77190
3,South,5,South Atlantic,WV,54,West Virginia,2019,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,38992,899472,733916,165556,20609,144947,21898,877574,715225,2836,41875,5772,47091,51365,24823,104855,24310,11925,27642,25205,37603,5918,40830,12376,120511,15925,66710,47653,162349,24477,9996,127876,50946,76930
2,Midwest,3,East North Central,WI,55,Wisconsin,2019,5822434,15028,63712,50393,13319,3341,-1438,1903,-194,10.956642,8.6661558,2.2904873,.57455647,-.24729489,.3272616,50490,3444622,2791743,652879,67507,585372,89962,3354660,2918808,14909,4799,11566,165562,451810,125820,372102,111308,54867,188577,115604,156224,48405,154381,64737,392225,65848,237763,182301,435852,30225,17138,388489,104878,283611
2,Midwest,3,East North Central,WI,55,Wisconsin,2018,5807406,17220,64194,51254,12940,5296,-871,4425,-145,11.07023,8.8387318,2.2314978,.91329306,-.1502036,.76308942,52949,3413403,2852564,560839,73309,487530,97400,3316003,2886113,13091,4063,11824,183508,518441,121569,397533,114270,56022,163428,95489,141271,40541,147310,54515,352025,60190,232052,178971,429890,29955,19271,380664,101127,279537
4,West,8,Mountain,WY,56,Wyoming,2018,577601,-1330,6714,4732,1982,516,-3827,-3311,-1,11.610574,8.1830854,3.4274883,.8923229,-6.6180615,-5.7257385,61266,400402,299508,100894,10185,90709,13868,386534,310767,2933,34113,2576,29668,11612,10264,38408,14993,4741,16456,21222,16991,1419,12865,3662,29286,7013,34078,18467,75767,7431,6233,62103,15961,46142
4,West,8,Mountain,WY,56,Wyoming,2019,578759,1158,6601,4971,1630,538,-1012,-474,2,11.41686,8.5976686,2.8191912,.93050605,-1.75032,-.81981391,57058,385059,290013,95046,10216,84830,13053,372006,296953,2816,30919,2586,30543,10441,9387,38004,14094,4701,14999,19797,16595,1242,12347,3645,28965,6593,32205,17074,75053,8104,6306,60643,15712,44931
3,South,7,West South Central,AR,5,Arkansas,2019,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,43981,1569249,1231398,337851,40643,297208,51810,1517439,1283523,14435,18087,8292,82686,157605,50505,163276,66378,18495,58862,53102,62340,32428,85347,21668,178963,20091,102274,88689,233916,20442,18718,194756,83185,111571
3,South,7,West South Central,AR,5,Arkansas,2019,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,43981,1482587,1207983,274604,49368,225236,62818,1419769,1210393,15147,7051,6996,91105,231336,49964,162522,70892,23720,47864,36462,48439,22620,68872,13316,134077,15403,83538,81069,209376,20558,18920,169898,66450,103448
3,South,7,West South Central,AR,5,Arkansas,2019,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,43981,1537680,1232788,304892,42861,262031,53809,1483871,1260955,14899,7404,6788,99535,205415,51938,164718,73520,23473,50191,45906,56441,24135,75615,16348,150121,16818,91135,86555,222916,20885,20925,181106,71219,109887
3,South,7,West South Central,AR,5,Arkansas,2019,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,43981,1657511,1296707,360804,38457,322347,52272,1605239,1378692,14761,10586,8064,90641,166358,51701,170779,72528,14334,63531,61906,69663,36910,95517,23284,196453,22762,115998,92916,226547,20147,15140,191260,81462,109798
3,South,7,West South Central,AR,5,Arkansas,2019,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,43981,1610805,1265002,345803,39934,305869,52512,1558293,1326918,14379,16750,8248,85161,160559,54068,171890,70017,16391,58169,55914,64912,34703,89311,22602,182666,20264,109015,91899,231375,20330,17314,193731,84252,109479
3,South,7,West South Central,AR,5,Arkansas,2019,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,43981,1567682,1257506,310176,41518,268658,53754,1513928,1285390,14443,8842,7030,102421,203171,52344,165400,74995,23031,51695,48926,58579,24804,78146,17538,154455,17182,94569,87819,228538,20902,20866,186770,74740,112030
3,South,7,West South Central,AR,5,Arkansas,2019,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,43981,1673743,1304362,369381,38277,331104,52433,1621310,1395780,15076,9834,8018,93089,167950,51987,168641,75800,14474,66302,64065,71479,35889,95460,23374,197796,23587,118450,94509,225530,20352,15022,190156,80573,109583
2,Midwest,3,East North Central,IL,17,Illinois,2019,12671821,-51250,144299,110004,34295,19209,-104986,-85777,232,11.364411,8.6634741,2.7009368,1.5128239,-8.2682772,-6.7554531,44582,7748868,6139095,1609773,61751,1548022,76494,7672374,6796249,12464,28783,25445,330297,602381,331288,728021,379251,119741,484156,299525,569085,101956,538366,211606,878350,158849,524503,472182,876125,80038,41848,754239,152127,602112
2,Midwest,3,East North Central,IL,17,Illinois,2019,12671821,-51250,144299,110004,34295,19209,-104986,-85777,232,11.364411,8.6634741,2.7009368,1.5128239,-8.2682772,-6.7554531,44582,7304316,5846112,1458204,62244,1395960,77674,7226642,6312288,11921,22410,24381,341733,597655,312267,707566,292785,124819,492687,272329,505552,100576,458689,190086,810180,145932,465946,434774,914354,87456,48155,778743,157691,621052
2,Midwest,3,East North Central,IL,17,Illinois,2019,12671821,-51250,144299,110004,34295,19209,-104986,-85777,232,11.364411,8.6634741,2.7009368,1.5128239,-8.2682772,-6.7554531,44582,7553059,6137104,1415955,62656,1353299,79069,7473990,6565620,11987,23201,24739,386439,675931,329416,739963,304410,134965,473292,281802,529036,103112,503101,180562,798026,148674,478854,438110,908370,87350,48545,772475,156457,616018
2,Midwest,3,East North Central,IL,17,Illinois,2019,12671821,-51250,144299,110004,34295,19209,-104986,-85777,232,11.364411,8.6634741,2.7009368,1.5128239,-8.2682772,-6.7554531,44582,7251002,5790356,1460646,62436,1398210,80142,7170860,6263502,11568,25593,23981,315360,578450,305332,693664,293456,120061,476262,277487,504524,101569,478686,195327,821801,146300,464746,429335,907358,92005,47776,767577,155371,612206
2,Midwest,3,East North Central,IL,17,Illinois,2019,12671821,-51250,144299,110004,34295,19209,-104986,-85777,232,11.364411,8.6634741,2.7009368,1.5128239,-8.2682772,-6.7554531,44582,7503158,5965073,1538085,62130,1475955,74783,7428375,6551098,12306,29669,24665,308447,601134,318375,707849,324113,117635,491169,282010,535904,109155,526910,207367,853868,153141,495425,451956,877277,81243,43324,752710,150988,601722
2,Midwest,3,East North Central,IL,17,Illinois,2019,12671821,-51250,144299,110004,34295,19209,-104986,-85777,232,11.364411,8.6634741,2.7009368,1.5128239,-8.2682772,-6.7554531,44582,7799138,6175887,1623251,60852,1562399,75067,7724071,6851548,12802,28132,26138,338514,596629,320891,727660,405998,118669,493951,305313,573174,106148,540727,212774,879666,163816,541215,459331,872523,80328,41075,751120,148027,603093
