"","Group","Year","State","Age.Group","COVID.19.Deaths_Hypertensive diseases","COVID.19.Deaths_Diabetes","COVID.19.Deaths_Obesity","Number.of.Mentions_Hypertensive diseases","Number.of.Mentions_Diabetes","Number.of.Mentions_Obesity"
"428","By Year",2020,"South Dakota","85+",185,108,NA,191,108,NA
"429","By Year",2020,"South Dakota","Not stated",0,0,0,0,0,0
"430","By Year",2020,"South Dakota","All Ages",391,345,62,397,347,62
"431","By Year",2020,"Tennessee","0-24",NA,NA,NA,NA,NA,NA
"432","By Year",2020,"Tennessee","25-34",NA,NA,NA,NA,NA,NA
"433","By Year",2020,"Tennessee","35-44",13,22,26,13,22,28
"434","By Year",2020,"Tennessee","45-54",49,66,51,49,67,51
"435","By Year",2020,"Tennessee","55-64",166,175,84,167,176,84
"436","By Year",2020,"Tennessee","65-74",270,293,64,271,297,64
"437","By Year",2020,"Tennessee","75-84",391,324,35,394,324,35
"438","By Year",2020,"Tennessee","85+",366,169,NA,372,170,NA
"439","By Year",2020,"Tennessee","Not stated",0,0,0,0,0,0
"440","By Year",2020,"Tennessee","All Ages",NA,NA,278,NA,NA,280
"441","By Year",2020,"Texas","0-24",NA,NA,27,NA,NA,27
"442","By Year",2020,"Texas","25-34",30,55,104,30,56,106
"443","By Year",2020,"Texas","35-44",150,218,255,151,223,257
"444","By Year",2020,"Texas","45-54",468,613,398,472,618,398
"445","By Year",2020,"Texas","55-64",NA,NA,579,NA,NA,581
"446","By Year",2020,"Texas","65-74",NA,NA,476,NA,NA,480
"447","By Year",2020,"Texas","75-84",NA,NA,185,NA,NA,185
"448","By Year",2020,"Texas","85+",NA,942,38,NA,946,38
"449","By Year",2020,"Texas","Not stated",0,0,0,0,0,0
"450","By Year",2020,"Texas","All Ages",NA,NA,NA,NA,NA,NA
"451","By Year",2020,"Utah","0-24",0,NA,NA,0,NA,NA
"452","By Year",2020,"Utah","25-34",NA,NA,NA,NA,NA,NA
"453","By Year",2020,"Utah","35-44",NA,10,13,NA,10,13
"454","By Year",2020,"Utah","45-54",12,16,19,12,16,19
"455","By Year",2020,"Utah","55-64",23,38,29,23,38,29
"456","By Year",2020,"Utah","65-74",53,76,32,53,77,32
"457","By Year",2020,"Utah","75-84",59,60,18,59,60,18
"458","By Year",2020,"Utah","85+",79,51,NA,80,51,NA
"459","By Year",2020,"Utah","Not stated",0,0,0,0,0,0
"460","By Year",2020,"Utah","All Ages",233,253,122,234,254,122
"461","By Year",2020,"Vermont","0-24",0,0,0,0,0,0
"462","By Year",2020,"Vermont","25-34",0,0,0,0,0,0
"463","By Year",2020,"Vermont","35-44",0,NA,NA,0,NA,NA
"464","By Year",2020,"Vermont","45-54",0,0,0,0,0,0
"465","By Year",2020,"Vermont","55-64",NA,NA,NA,NA,NA,NA
"466","By Year",2020,"Vermont","65-74",NA,NA,NA,NA,NA,NA
"467","By Year",2020,"Vermont","75-84",12,15,NA,12,15,NA
"468","By Year",2020,"Vermont","85+",18,12,0,19,12,0
"469","By Year",2020,"Vermont","Not stated",0,0,0,0,0,0
"470","By Year",2020,"Vermont","All Ages",40,33,11,41,34,11
"471","By Year",2020,"Virginia","0-24",0,0,0,0,0,0
"472","By Year",2020,"Virginia","25-34",NA,NA,NA,NA,NA,NA
"473","By Year",2020,"Virginia","35-44",NA,NA,10,NA,NA,10
"474","By Year",2020,"Virginia","45-54",23,32,15,24,32,15
"475","By Year",2020,"Virginia","55-64",68,106,29,68,107,31
"476","By Year",2020,"Virginia","65-74",128,158,36,129,161,36
"477","By Year",2020,"Virginia","75-84",190,190,14,192,191,14
"478","By Year",2020,"Virginia","85+",282,159,NA,286,160,NA
"479","By Year",2020,"Virginia","Not stated",0,0,0,0,0,0
"480","By Year",2020,"Virginia","All Ages",696,658,111,704,664,113
"481","By Year",2020,"Washington","0-24",0,0,0,0,0,0
"482","By Year",2020,"Washington","25-34",NA,NA,NA,NA,NA,NA
"483","By Year",2020,"Washington","35-44",NA,NA,12,NA,NA,12
"484","By Year",2020,"Washington","45-54",20,34,35,20,34,35
"485","By Year",2020,"Washington","55-64",64,103,43,64,104,43
"486","By Year",2020,"Washington","65-74",101,162,44,102,162,44
"487","By Year",2020,"Washington","75-84",160,177,28,163,177,29
"488","By Year",2020,"Washington","85+",241,148,11,247,149,11
"489","By Year",2020,"Washington","Not stated",0,0,0,0,0,0
"490","By Year",2020,"Washington","All Ages",594,631,178,604,633,179
"491","By Year",2020,"West Virginia","0-24",0,0,0,0,0,0
"492","By Year",2020,"West Virginia","25-34",0,0,NA,0,0,NA
"493","By Year",2020,"West Virginia","35-44",NA,NA,NA,NA,NA,NA
"494","By Year",2020,"West Virginia","45-54",11,NA,NA,11,NA,NA
"495","By Year",2020,"West Virginia","55-64",11,16,NA,11,16,NA
"496","By Year",2020,"West Virginia","65-74",44,59,10,44,59,11
"497","By Year",2020,"West Virginia","75-84",73,64,NA,73,65,NA
"498","By Year",2020,"West Virginia","85+",65,38,0,67,38,0
"499","By Year",2020,"West Virginia","Not stated",0,0,0,0,0,0
"500","By Year",2020,"West Virginia","All Ages",207,187,30,209,188,31
"501","By Year",2020,"Wisconsin","0-24",0,NA,NA,0,NA,NA
"502","By Year",2020,"Wisconsin","25-34",NA,NA,11,NA,NA,11
"503","By Year",2020,"Wisconsin","35-44",21,13,29,21,13,29
"504","By Year",2020,"Wisconsin","45-54",56,54,68,57,55,69
"505","By Year",2020,"Wisconsin","55-64",144,153,105,145,154,105
"506","By Year",2020,"Wisconsin","65-74",382,341,150,383,344,151
"507","By Year",2020,"Wisconsin","75-84",550,439,109,554,441,109
"508","By Year",2020,"Wisconsin","85+",715,312,36,723,312,36
"509","By Year",2020,"Wisconsin","Not stated",0,0,0,0,0,0
"510","By Year",2020,"Wisconsin","All Ages",NA,NA,511,NA,NA,513
"511","By Year",2020,"Wyoming","0-24",0,0,0,0,0,0
"512","By Year",2020,"Wyoming","25-34",0,NA,NA,0,NA,NA
"513","By Year",2020,"Wyoming","35-44",0,NA,NA,0,NA,NA
"514","By Year",2020,"Wyoming","45-54",NA,NA,NA,NA,NA,NA
"515","By Year",2020,"Wyoming","55-64",10,12,NA,11,12,NA
"516","By Year",2020,"Wyoming","65-74",20,17,NA,21,17,NA
"517","By Year",2020,"Wyoming","75-84",34,21,NA,35,21,NA
"518","By Year",2020,"Wyoming","85+",37,18,NA,38,19,NA
"519","By Year",2020,"Wyoming","Not stated",0,0,0,0,0,0
"520","By Year",2020,"Wyoming","All Ages",107,74,25,111,75,25
"521","By Year",2020,"Puerto Rico","0-24",0,0,NA,0,0,NA
"522","By Year",2020,"Puerto Rico","25-34",0,NA,0,0,NA,0
"523","By Year",2020,"Puerto Rico","35-44",NA,14,NA,NA,14,NA
"524","By Year",2020,"Puerto Rico","45-54",13,22,14,13,22,14
"525","By Year",2020,"Puerto Rico","55-64",28,24,11,28,24,11
"526","By Year",2020,"Puerto Rico","65-74",56,64,13,56,65,13
"527","By Year",2020,"Puerto Rico","75-84",55,54,NA,56,54,NA
"528","By Year",2020,"Puerto Rico","85+",58,42,0,58,42,0
"529","By Year",2020,"Puerto Rico","Not stated",0,0,0,0,0,0
"530","By Year",2020,"Puerto Rico","All Ages",214,221,53,215,222,53
