region_code,region_name,division_code,division_name,state_abbr,state_code,state_name,year,age_group,race,popestimate
3,South,5,South Atlantic,FL,12,Florida,2017,2,5,2218
3,South,5,South Atlantic,FL,12,Florida,2017,1,3,4681
3,South,5,South Atlantic,FL,12,Florida,2017,5,5,1590
3,South,5,South Atlantic,FL,12,Florida,2017,6,7,631701
3,South,5,South Atlantic,FL,12,Florida,2018,1,7,526321
3,South,5,South Atlantic,FL,12,Florida,2019,3,1,1172059
3,South,5,South Atlantic,FL,12,Florida,2019,5,3,9007
3,South,5,South Atlantic,FL,12,Florida,2019,6,1,3275651
3,South,5,South Atlantic,FL,12,Florida,2017,4,4,85599
3,South,5,South Atlantic,FL,12,Florida,2018,5,1,1789135
3,South,5,South Atlantic,FL,12,Florida,2019,3,2,436900
3,South,5,South Atlantic,FL,12,Florida,2019,2,2,531806
3,South,5,South Atlantic,FL,12,Florida,2017,1,4,52142
3,South,5,South Atlantic,FL,12,Florida,2018,6,4,84660
3,South,5,South Atlantic,FL,12,Florida,2018,3,3,6205
3,South,5,South Atlantic,FL,12,Florida,2018,1,4,52360
3,South,5,South Atlantic,FL,12,Florida,2017,6,4,78527
3,South,5,South Atlantic,FL,12,Florida,2019,5,2,380966
3,South,5,South Atlantic,FL,12,Florida,2019,1,6,45615
3,South,5,South Atlantic,FL,12,Florida,2017,5,3,8848
3,South,5,South Atlantic,FL,12,Florida,2017,2,7,802877
3,South,5,South Atlantic,FL,12,Florida,2018,6,1,3190591
3,South,5,South Atlantic,FL,12,Florida,2018,6,3,9886
3,South,5,South Atlantic,FL,12,Florida,2019,6,2,394307
3,South,5,South Atlantic,FL,12,Florida,2018,2,2,523810
3,South,5,South Atlantic,FL,12,Florida,2018,3,2,428988
3,South,5,South Atlantic,FL,12,Florida,2018,5,6,23738
3,South,5,South Atlantic,FL,12,Florida,2018,4,2,404564
3,South,5,South Atlantic,FL,12,Florida,2017,6,3,9243
3,South,5,South Atlantic,FL,12,Florida,2018,2,6,45639
3,South,5,South Atlantic,FL,12,Florida,2018,1,6,44378
3,South,5,South Atlantic,FL,12,Florida,2019,1,7,531893
3,South,5,South Atlantic,FL,12,Florida,2019,2,5,2181
3,South,5,South Atlantic,FL,12,Florida,2018,5,3,9034
3,South,5,South Atlantic,FL,12,Florida,2018,2,1,1285074
3,South,5,South Atlantic,FL,12,Florida,2019,2,7,826965
3,South,5,South Atlantic,FL,12,Florida,2017,5,2,364392
3,South,5,South Atlantic,FL,12,Florida,2017,3,5,2088
3,South,5,South Atlantic,FL,12,Florida,2017,3,2,421743
3,South,5,South Atlantic,FL,12,Florida,2019,4,6,27169
3,South,5,South Atlantic,FL,12,Florida,2019,4,7,788610
3,South,5,South Atlantic,FL,12,Florida,2019,6,3,10511
3,South,5,South Atlantic,FL,12,Florida,2017,4,7,753498
3,South,5,South Atlantic,FL,12,Florida,2019,5,4,73720
3,South,5,South Atlantic,FL,12,Florida,2017,5,1,1775460
3,South,5,South Atlantic,FL,12,Florida,2017,2,2,513638
3,South,5,South Atlantic,FL,12,Florida,2019,1,5,1240
3,South,5,South Atlantic,FL,12,Florida,2018,4,3,7705
3,South,5,South Atlantic,FL,12,Florida,2019,5,1,1800951
3,South,5,South Atlantic,FL,12,Florida,2017,2,3,7204
3,South,5,South Atlantic,FL,12,Florida,2017,4,5,1887
3,South,5,South Atlantic,FL,12,Florida,2018,3,6,32351
3,South,5,South Atlantic,FL,12,Florida,2019,3,7,852307
3,South,5,South Atlantic,FL,12,Florida,2018,2,4,93820
3,South,5,South Atlantic,FL,12,Florida,2018,6,5,1625
3,South,5,South Atlantic,FL,12,Florida,2017,1,2,353123
3,South,5,South Atlantic,FL,12,Florida,2018,2,5,2188
3,South,5,South Atlantic,FL,12,Florida,2019,5,7,607580
3,South,5,South Atlantic,FL,12,Florida,2018,5,5,1669
3,South,5,South Atlantic,FL,12,Florida,2019,5,6,24400
3,South,5,South Atlantic,FL,12,Florida,2019,3,6,33196
3,South,5,South Atlantic,FL,12,Florida,2017,3,1,1149829
3,South,5,South Atlantic,FL,12,Florida,2019,5,5,1731
3,South,5,South Atlantic,FL,12,Florida,2019,4,5,1893
3,South,5,South Atlantic,FL,12,Florida,2019,2,4,94879
3,South,5,South Atlantic,FL,12,Florida,2018,3,7,835660
3,South,5,South Atlantic,FL,12,Florida,2019,6,4,90999
3,South,5,South Atlantic,FL,12,Florida,2019,3,4,97546
3,South,5,South Atlantic,FL,12,Florida,2019,6,5,1771
3,South,5,South Atlantic,FL,12,Florida,2017,5,6,22953
3,South,5,South Atlantic,FL,12,Florida,2018,4,7,773805
3,South,5,South Atlantic,FL,12,Florida,2019,1,2,346159
3,South,5,South Atlantic,FL,12,Florida,2019,1,3,4436
3,South,5,South Atlantic,FL,12,Florida,2017,1,5,1221
3,South,5,South Atlantic,FL,12,Florida,2019,3,3,6281
3,South,5,South Atlantic,FL,12,Florida,2018,4,4,87891
3,South,5,South Atlantic,FL,12,Florida,2019,4,1,1390911
3,South,5,South Atlantic,FL,12,Florida,2018,3,1,1159511
3,South,5,South Atlantic,FL,12,Florida,2019,6,7,698801
3,South,5,South Atlantic,FL,12,Florida,2017,3,6,31384
3,South,5,South Atlantic,FL,12,Florida,2019,3,5,2242
3,South,5,South Atlantic,FL,12,Florida,2017,6,1,3108612
3,South,5,South Atlantic,FL,12,Florida,2018,2,7,819507
3,South,5,South Atlantic,FL,12,Florida,2017,4,2,403916
3,South,5,South Atlantic,FL,12,Florida,2017,2,6,43546
3,South,5,South Atlantic,FL,12,Florida,2019,2,6,48347
3,South,5,South Atlantic,FL,12,Florida,2017,5,4,69190
3,South,5,South Atlantic,FL,12,Florida,2019,6,6,25297
3,South,5,South Atlantic,FL,12,Florida,2019,2,1,1287798
3,South,5,South Atlantic,FL,12,Florida,2018,6,7,665947
3,South,5,South Atlantic,GA,13,Georgia,2018,2,3,3346
3,South,5,South Atlantic,GA,13,Georgia,2017,5,6,9957
3,South,5,South Atlantic,GA,13,Georgia,2019,2,6,26211
3,South,5,South Atlantic,GA,13,Georgia,2018,6,6,10087
3,South,5,South Atlantic,GA,13,Georgia,2017,1,7,110204
3,South,5,South Atlantic,GA,13,Georgia,2018,4,2,438098
3,South,5,South Atlantic,GA,13,Georgia,2018,6,7,41094
3,South,5,South Atlantic,GA,13,Georgia,2017,2,7,154976
3,South,5,South Atlantic,GA,13,Georgia,2017,2,3,3178
3,South,5,South Atlantic,GA,13,Georgia,2018,2,2,508406
3,South,5,South Atlantic,GA,13,Georgia,2017,3,2,441527
3,South,5,South Atlantic,GA,13,Georgia,2018,1,7,114728
3,South,5,South Atlantic,GA,13,Georgia,2018,4,1,774633
3,South,5,South Atlantic,GA,13,Georgia,2017,3,5,983
3,South,5,South Atlantic,GA,13,Georgia,2019,1,1,469977
3,South,5,South Atlantic,GA,13,Georgia,2017,3,1,668312
3,South,5,South Atlantic,GA,13,Georgia,2018,1,6,24427
3,South,5,South Atlantic,GA,13,Georgia,2017,4,2,437294
3,South,5,South Atlantic,GA,13,Georgia,2017,1,4,40255
3,South,5,South Atlantic,GA,13,Georgia,2019,5,1,788751
3,South,5,South Atlantic,GA,13,Georgia,2017,4,5,761
3,South,5,South Atlantic,GA,13,Georgia,2017,4,3,3399
3,South,5,South Atlantic,GA,13,Georgia,2018,6,4,41270
3,South,5,South Atlantic,GA,13,Georgia,2017,5,2,368825
3,South,5,South Atlantic,GA,13,Georgia,2018,1,4,40669
3,South,5,South Atlantic,GA,13,Georgia,2017,2,6,23594
3,South,5,South Atlantic,GA,13,Georgia,2018,3,4,77379
3,South,5,South Atlantic,GA,13,Georgia,2017,5,7,57242
3,South,5,South Atlantic,GA,13,Georgia,2018,6,5,468
3,South,5,South Atlantic,GA,13,Georgia,2017,1,3,2531
3,South,5,South Atlantic,GA,13,Georgia,2017,4,7,110547
3,South,5,South Atlantic,GA,13,Georgia,2017,4,6,13119
3,South,5,South Atlantic,GA,13,Georgia,2017,5,3,3577
3,South,5,South Atlantic,GA,13,Georgia,2019,4,5,843
3,South,5,South Atlantic,GA,13,Georgia,2018,3,6,17102
3,South,5,South Atlantic,GA,13,Georgia,2018,5,7,62009
3,South,5,South Atlantic,GA,13,Georgia,2019,4,7,123107
3,South,5,South Atlantic,GA,13,Georgia,2019,2,5,1076
3,South,5,South Atlantic,GA,13,Georgia,2017,6,6,9521
3,South,5,South Atlantic,GA,13,Georgia,2019,2,2,523095
3,South,5,South Atlantic,GA,13,Georgia,2017,3,6,16682
3,South,5,South Atlantic,GA,13,Georgia,2019,3,6,17674
3,South,5,South Atlantic,GA,13,Georgia,2019,1,2,355430
3,South,5,South Atlantic,GA,13,Georgia,2017,4,1,790187
3,South,5,South Atlantic,GA,13,Georgia,2018,5,4,44311
3,South,5,South Atlantic,GA,13,Georgia,2018,2,7,155208
3,South,5,South Atlantic,GA,13,Georgia,2019,5,6,10653
3,South,5,South Atlantic,GA,13,Georgia,2018,3,1,665555
3,South,5,South Atlantic,GA,13,Georgia,2018,1,1,468631
3,South,5,South Atlantic,GA,13,Georgia,2018,6,3,3735
3,South,5,South Atlantic,GA,13,Georgia,2018,2,1,703455
3,South,5,South Atlantic,GA,13,Georgia,2018,3,7,160811
3,South,5,South Atlantic,GA,13,Georgia,2017,1,1,469431
3,South,5,South Atlantic,GA,13,Georgia,2017,3,4,75237
3,South,5,South Atlantic,GA,13,Georgia,2019,1,7,119496
3,South,5,South Atlantic,GA,13,Georgia,2017,1,6,23200
3,South,5,South Atlantic,GA,13,Georgia,2019,4,1,755512
3,South,5,South Atlantic,GA,13,Georgia,2018,4,3,3233
3,South,5,South Atlantic,GA,13,Georgia,2018,1,5,730
3,South,5,South Atlantic,GA,13,Georgia,2018,1,2,354942
3,South,5,South Atlantic,GA,13,Georgia,2019,1,6,25599
3,South,5,South Atlantic,GA,13,Georgia,2017,5,4,42244
3,South,5,South Atlantic,GA,13,Georgia,2019,6,2,362535
3,South,5,South Atlantic,GA,13,Georgia,2019,4,4,66820
3,South,5,South Atlantic,GA,13,Georgia,2019,2,7,156001
3,South,5,South Atlantic,GA,13,Georgia,2017,2,5,1140
3,South,5,South Atlantic,GA,13,Georgia,2018,5,5,640
3,South,5,South Atlantic,GA,13,Georgia,2017,6,2,324454
3,South,5,South Atlantic,GA,13,Georgia,2019,5,3,3760
3,South,5,South Atlantic,GA,13,Georgia,2018,4,6,13541
3,South,5,South Atlantic,GA,13,Georgia,2017,2,2,492870
3,South,5,South Atlantic,GA,13,Georgia,2018,1,3,2511
3,South,5,South Atlantic,GA,13,Georgia,2017,1,5,748
3,South,5,South Atlantic,GA,13,Georgia,2019,3,4,79586
3,South,5,South Atlantic,GA,13,Georgia,2019,1,5,728
3,South,5,South Atlantic,GA,13,Georgia,2017,6,5,436
3,South,5,South Atlantic,GA,13,Georgia,2019,5,2,390024
3,South,5,South Atlantic,GA,13,Georgia,2018,6,2,342819
3,South,5,South Atlantic,GA,13,Georgia,2019,5,4,46661
3,South,5,South Atlantic,GA,13,Georgia,2018,4,7,116984
3,South,5,South Atlantic,GA,13,Georgia,2019,2,3,3556
3,South,5,South Atlantic,GA,13,Georgia,2019,1,4,41514
3,South,5,South Atlantic,GA,13,Georgia,2018,2,6,24744
3,South,5,South Atlantic,GA,13,Georgia,2019,4,3,3107
3,South,5,South Atlantic,GA,13,Georgia,2017,6,3,3482
3,South,5,South Atlantic,GA,13,Georgia,2019,5,5,660
3,South,5,South Atlantic,GA,13,Georgia,2017,4,4,60882
3,South,5,South Atlantic,GA,13,Georgia,2019,6,6,10717
3,South,5,South Atlantic,GA,13,Georgia,2019,3,3,2872
3,South,5,South Atlantic,GA,13,Georgia,2017,3,7,158069
3,South,5,South Atlantic,GA,13,Georgia,2018,6,1,1020065
3,South,5,South Atlantic,GA,13,Georgia,2019,4,6,13922
3,South,5,South Atlantic,GA,13,Georgia,2018,2,5,1109
3,South,5,South Atlantic,GA,13,Georgia,2019,1,3,2444
3,South,5,South Atlantic,GA,13,Georgia,2017,6,7,37499
3,South,5,South Atlantic,GA,13,Georgia,2018,4,5,802
3,South,5,South Atlantic,GA,13,Georgia,2019,6,3,3996
3,South,5,South Atlantic,GA,13,Georgia,2018,2,4,74384
3,South,5,South Atlantic,GA,13,Georgia,2019,3,1,665442
3,South,5,South Atlantic,GA,13,Georgia,2019,3,2,451912
3,South,5,South Atlantic,GA,13,Georgia,2019,2,1,707536
3,South,5,South Atlantic,GA,13,Georgia,2019,4,2,436341
3,South,5,South Atlantic,GA,13,Georgia,2019,6,1,1049494
3,South,5,South Atlantic,GA,13,Georgia,2018,3,3,2844
3,South,5,South Atlantic,GA,13,Georgia,2017,6,4,37938
3,South,5,South Atlantic,GA,13,Georgia,2019,6,5,530
3,South,5,South Atlantic,GA,13,Georgia,2018,5,3,3695
3,South,5,South Atlantic,GA,13,Georgia,2018,5,2,379706
3,South,5,South Atlantic,GA,13,Georgia,2017,2,1,700561
3,South,5,South Atlantic,GA,13,Georgia,2018,5,1,784552
3,South,5,South Atlantic,GA,13,Georgia,2019,2,4,75786
3,South,5,South Atlantic,GA,13,Georgia,2017,6,1,992664
3,South,5,South Atlantic,GA,13,Georgia,2019,6,7,45068
3,South,5,South Atlantic,GA,13,Georgia,2017,2,4,73546
3,South,5,South Atlantic,GA,13,Georgia,2017,5,1,779058
3,South,5,South Atlantic,GA,13,Georgia,2018,3,5,1037
3,South,5,South Atlantic,GA,13,Georgia,2017,3,3,2799
3,South,5,South Atlantic,GA,13,Georgia,2017,5,5,617
3,South,5,South Atlantic,GA,13,Georgia,2018,3,2,446274
3,South,5,South Atlantic,GA,13,Georgia,2019,3,7,162407
3,South,5,South Atlantic,GA,13,Georgia,2018,5,6,10341
3,South,5,South Atlantic,GA,13,Georgia,2018,4,4,63879
3,South,5,South Atlantic,GA,13,Georgia,2019,3,5,1061
3,South,5,South Atlantic,GA,13,Georgia,2019,5,7,67024
3,South,5,South Atlantic,GA,13,Georgia,2019,6,4,44614
4,West,9,Pacific,HI,15,Hawaii,2017,1,2,4186
4,West,9,Pacific,HI,15,Hawaii,2017,4,5,16507
4,West,9,Pacific,HI,15,Hawaii,2017,5,4,81492
4,West,9,Pacific,HI,15,Hawaii,2017,1,1,26552
4,West,9,Pacific,HI,15,Hawaii,2017,2,7,25907
4,West,9,Pacific,HI,15,Hawaii,2019,2,4,59651
4,West,9,Pacific,HI,15,Hawaii,2017,4,6,29361
4,West,9,Pacific,HI,15,Hawaii,2018,5,2,2215
4,West,9,Pacific,HI,15,Hawaii,2019,5,6,25437
4,West,9,Pacific,HI,15,Hawaii,2017,2,4,60970
4,West,9,Pacific,HI,15,Hawaii,2017,4,4,74727
4,West,9,Pacific,HI,15,Hawaii,2017,1,6,30244
4,West,9,Pacific,HI,15,Hawaii,2017,5,7,9824
4,West,9,Pacific,HI,15,Hawaii,2017,1,5,12579
4,West,9,Pacific,HI,15,Hawaii,2017,5,3,440
4,West,9,Pacific,HI,15,Hawaii,2018,1,1,25603
4,West,9,Pacific,HI,15,Hawaii,2017,2,3,579
4,West,9,Pacific,HI,15,Hawaii,2019,4,6,28679
4,West,9,Pacific,HI,15,Hawaii,2018,6,5,17257
4,West,9,Pacific,HI,15,Hawaii,2017,1,3,419
4,West,9,Pacific,HI,15,Hawaii,2019,5,2,2223
4,West,9,Pacific,HI,15,Hawaii,2018,3,4,63775
4,West,9,Pacific,HI,15,Hawaii,2019,3,7,20298
4,West,9,Pacific,HI,15,Hawaii,2019,4,3,315
4,West,9,Pacific,HI,15,Hawaii,2019,3,3,443
4,West,9,Pacific,HI,15,Hawaii,2017,4,2,2859
4,West,9,Pacific,HI,15,Hawaii,2019,5,7,10249
4,West,9,Pacific,HI,15,Hawaii,2018,3,5,18463
4,West,9,Pacific,HI,15,Hawaii,2017,2,5,21748
4,West,9,Pacific,HI,15,Hawaii,2018,2,5,21453
4,West,9,Pacific,HI,15,Hawaii,2017,5,2,2130
4,West,9,Pacific,HI,15,Hawaii,2019,6,4,139606
4,West,9,Pacific,HI,15,Hawaii,2019,4,2,2968
4,West,9,Pacific,HI,15,Hawaii,2018,4,2,2893
4,West,9,Pacific,HI,15,Hawaii,2019,3,1,40332
4,West,9,Pacific,HI,15,Hawaii,2018,6,3,428
4,West,9,Pacific,HI,15,Hawaii,2019,6,6,27733
4,West,9,Pacific,HI,15,Hawaii,2019,2,6,40484
4,West,9,Pacific,HI,15,Hawaii,2017,4,7,12958
4,West,9,Pacific,HI,15,Hawaii,2019,6,3,494
4,West,9,Pacific,HI,15,Hawaii,2019,3,2,4407
4,West,9,Pacific,HI,15,Hawaii,2018,6,4,136494
4,West,9,Pacific,HI,15,Hawaii,2017,3,7,19137
4,West,9,Pacific,HI,15,Hawaii,2018,4,3,322
4,West,9,Pacific,HI,15,Hawaii,2018,3,2,4408
4,West,9,Pacific,HI,15,Hawaii,2017,6,3,385
4,West,9,Pacific,HI,15,Hawaii,2018,1,7,17882
4,West,9,Pacific,HI,15,Hawaii,2018,2,1,47178
4,West,9,Pacific,HI,15,Hawaii,2017,2,1,49017
4,West,9,Pacific,HI,15,Hawaii,2018,1,2,4008
4,West,9,Pacific,HI,15,Hawaii,2018,2,2,6982
4,West,9,Pacific,HI,15,Hawaii,2019,2,7,25706
4,West,9,Pacific,HI,15,Hawaii,2018,3,1,39914
4,West,9,Pacific,HI,15,Hawaii,2017,3,2,4409
4,West,9,Pacific,HI,15,Hawaii,2018,3,7,19756
4,West,9,Pacific,HI,15,Hawaii,2019,1,4,30728
4,West,9,Pacific,HI,15,Hawaii,2017,4,3,313
4,West,9,Pacific,HI,15,Hawaii,2018,6,6,26534
4,West,9,Pacific,HI,15,Hawaii,2018,4,6,29057
4,West,9,Pacific,HI,15,Hawaii,2017,6,6,25209
4,West,9,Pacific,HI,15,Hawaii,2018,5,1,47176
4,West,9,Pacific,HI,15,Hawaii,2018,4,5,16346
4,West,9,Pacific,HI,15,Hawaii,2018,2,4,60411
4,West,9,Pacific,HI,15,Hawaii,2019,4,4,71676
4,West,9,Pacific,HI,15,Hawaii,2018,4,1,36279
4,West,9,Pacific,HI,15,Hawaii,2019,6,5,17986
4,West,9,Pacific,HI,15,Hawaii,2018,2,6,40488
4,West,9,Pacific,HI,15,Hawaii,2018,5,4,80914
4,West,9,Pacific,HI,15,Hawaii,2019,5,1,45341
4,West,9,Pacific,HI,15,Hawaii,2019,1,1,25075
4,West,9,Pacific,HI,15,Hawaii,2018,2,7,25830
4,West,9,Pacific,HI,15,Hawaii,2019,2,3,570
4,West,9,Pacific,HI,15,Hawaii,2017,6,1,69107
4,West,9,Pacific,HI,15,Hawaii,2017,3,4,63961
4,West,9,Pacific,HI,15,Hawaii,2017,3,5,18230
4,West,9,Pacific,HI,15,Hawaii,2019,4,7,13188
4,West,9,Pacific,HI,15,Hawaii,2017,6,5,16447
4,West,9,Pacific,HI,15,Hawaii,2017,3,6,32999
4,West,9,Pacific,HI,15,Hawaii,2017,5,6,24884
4,West,9,Pacific,HI,15,Hawaii,2019,4,5,16255
4,West,9,Pacific,HI,15,Hawaii,2019,1,5,11948
4,West,9,Pacific,HI,15,Hawaii,2019,6,7,8409
4,West,9,Pacific,HI,15,Hawaii,2017,4,1,37696
4,West,9,Pacific,HI,15,Hawaii,2017,3,3,400
4,West,9,Pacific,HI,15,Hawaii,2018,1,3,405
4,West,9,Pacific,HI,15,Hawaii,2018,5,7,10097
4,West,9,Pacific,HI,15,Hawaii,2018,4,7,13053
4,West,9,Pacific,HI,15,Hawaii,2019,5,5,15310
4,West,9,Pacific,HI,15,Hawaii,2019,1,7,17557
4,West,9,Pacific,HI,15,Hawaii,2019,3,6,34031
4,West,9,Pacific,HI,15,Hawaii,2019,1,6,29295
4,West,9,Pacific,HI,15,Hawaii,2018,1,4,31131
4,West,9,Pacific,HI,15,Hawaii,2019,3,5,18606
4,West,9,Pacific,HI,15,Hawaii,2019,5,4,80192
4,West,9,Pacific,HI,15,Hawaii,2019,3,4,63686
4,West,9,Pacific,HI,15,Hawaii,2018,4,4,72972
4,West,9,Pacific,HI,15,Hawaii,2017,2,2,6858
4,West,9,Pacific,HI,15,Hawaii,2019,6,2,1827
4,West,9,Pacific,HI,15,Hawaii,2019,6,1,72393
4,West,9,Pacific,HI,15,Hawaii,2017,6,4,133529
4,West,9,Pacific,HI,15,Hawaii,2018,3,6,33599
4,West,9,Pacific,HI,15,Hawaii,2017,6,7,7766
4,West,9,Pacific,HI,15,Hawaii,2018,1,6,29706
4,West,9,Pacific,HI,15,Hawaii,2018,5,6,25228
4,West,9,Pacific,HI,15,Hawaii,2019,2,2,6885
4,West,9,Pacific,HI,15,Hawaii,2018,5,5,15110
4,West,9,Pacific,HI,15,Hawaii,2018,2,3,611
4,West,9,Pacific,HI,15,Hawaii,2017,2,6,40596
4,West,9,Pacific,HI,15,Hawaii,2017,1,4,31952
4,West,9,Pacific,HI,15,Hawaii,2018,3,3,393
4,West,9,Pacific,HI,15,Hawaii,2019,2,5,21142
4,West,9,Pacific,HI,15,Hawaii,2018,6,2,1729
4,West,9,Pacific,HI,15,Hawaii,2019,1,2,3903
4,West,9,Pacific,HI,15,Hawaii,2017,5,1,49027
4,West,9,Pacific,HI,15,Hawaii,2017,1,7,17891
4,West,9,Pacific,HI,15,Hawaii,2019,5,3,385
4,West,9,Pacific,HI,15,Hawaii,2017,3,1,39401
4,West,9,Pacific,HI,15,Hawaii,2019,2,1,45557
4,West,9,Pacific,HI,15,Hawaii,2019,4,1,34666
4,West,9,Pacific,HI,15,Hawaii,2017,6,2,1642
4,West,9,Pacific,HI,15,Hawaii,2018,6,1,71027
4,West,9,Pacific,HI,15,Hawaii,2018,5,3,442
4,West,9,Pacific,HI,15,Hawaii,2018,6,7,8051
4,West,9,Pacific,HI,15,Hawaii,2019,1,3,368
4,West,9,Pacific,HI,15,Hawaii,2018,1,5,12231
4,West,8,Mountain,ID,16,Idaho,2019,4,1,168806
4,West,8,Mountain,ID,16,Idaho,2017,6,6,2271
4,West,8,Mountain,ID,16,Idaho,2017,6,5,179
4,West,8,Mountain,ID,16,Idaho,2018,3,7,29593
4,West,8,Mountain,ID,16,Idaho,2017,2,4,4891
4,West,8,Mountain,ID,16,Idaho,2019,1,7,28779
4,West,8,Mountain,ID,16,Idaho,2017,5,3,2358
4,West,8,Mountain,ID,16,Idaho,2017,3,2,1645
4,West,8,Mountain,ID,16,Idaho,2019,2,3,2932
4,West,8,Mountain,ID,16,Idaho,2017,4,4,3159
4,West,8,Mountain,ID,16,Idaho,2017,6,1,246463
4,West,8,Mountain,ID,16,Idaho,2018,6,5,198
4,West,8,Mountain,ID,16,Idaho,2019,5,2,1088
4,West,8,Mountain,ID,16,Idaho,2017,1,3,1884
4,West,8,Mountain,ID,16,Idaho,2017,1,4,2579
4,West,8,Mountain,ID,16,Idaho,2017,4,6,2491
4,West,8,Mountain,ID,16,Idaho,2017,5,1,189826
4,West,8,Mountain,ID,16,Idaho,2019,2,2,2532
4,West,8,Mountain,ID,16,Idaho,2018,3,2,1775
4,West,8,Mountain,ID,16,Idaho,2018,6,4,2773
4,West,8,Mountain,ID,16,Idaho,2018,4,2,1262
4,West,8,Mountain,ID,16,Idaho,2018,1,5,401
4,West,8,Mountain,ID,16,Idaho,2017,6,3,2221
4,West,8,Mountain,ID,16,Idaho,2017,1,2,1825
4,West,8,Mountain,ID,16,Idaho,2018,5,1,191850
4,West,8,Mountain,ID,16,Idaho,2017,5,7,13401
4,West,8,Mountain,ID,16,Idaho,2018,2,1,180549
4,West,8,Mountain,ID,16,Idaho,2018,2,4,4847
4,West,8,Mountain,ID,16,Idaho,2019,5,3,2443
4,West,8,Mountain,ID,16,Idaho,2019,6,3,2631
4,West,8,Mountain,ID,16,Idaho,2019,1,6,4937
4,West,8,Mountain,ID,16,Idaho,2018,4,3,2360
4,West,8,Mountain,ID,16,Idaho,2018,2,2,2380
4,West,8,Mountain,ID,16,Idaho,2019,6,2,677
4,West,8,Mountain,ID,16,Idaho,2017,1,1,121357
4,West,8,Mountain,ID,16,Idaho,2019,6,7,11828
4,West,8,Mountain,ID,16,Idaho,2017,5,4,2523
4,West,8,Mountain,ID,16,Idaho,2018,3,3,2415
4,West,8,Mountain,ID,16,Idaho,2019,5,6,2371
4,West,8,Mountain,ID,16,Idaho,2017,3,4,3830
4,West,8,Mountain,ID,16,Idaho,2018,6,6,2459
4,West,8,Mountain,ID,16,Idaho,2019,2,1,183652
4,West,8,Mountain,ID,16,Idaho,2017,1,7,27388
4,West,8,Mountain,ID,16,Idaho,2017,4,1,168626
4,West,8,Mountain,ID,16,Idaho,2018,3,1,178672
4,West,8,Mountain,ID,16,Idaho,2019,1,3,1821
4,West,8,Mountain,ID,16,Idaho,2018,4,7,22047
4,West,8,Mountain,ID,16,Idaho,2018,6,7,10822
4,West,8,Mountain,ID,16,Idaho,2018,6,3,2433
4,West,8,Mountain,ID,16,Idaho,2017,6,2,538
4,West,8,Mountain,ID,16,Idaho,2018,3,4,3933
4,West,8,Mountain,ID,16,Idaho,2018,2,3,2894
4,West,8,Mountain,ID,16,Idaho,2018,4,4,3263
4,West,8,Mountain,ID,16,Idaho,2017,4,3,2369
4,West,8,Mountain,ID,16,Idaho,2017,3,7,28241
4,West,8,Mountain,ID,16,Idaho,2018,1,4,2620
4,West,8,Mountain,ID,16,Idaho,2019,4,5,345
4,West,8,Mountain,ID,16,Idaho,2017,3,6,3242
4,West,8,Mountain,ID,16,Idaho,2017,6,4,2561
4,West,8,Mountain,ID,16,Idaho,2017,2,2,2236
4,West,8,Mountain,ID,16,Idaho,2019,2,7,36905
4,West,8,Mountain,ID,16,Idaho,2017,2,6,4384
4,West,8,Mountain,ID,16,Idaho,2019,3,6,3524
4,West,8,Mountain,ID,16,Idaho,2018,1,7,28192
4,West,8,Mountain,ID,16,Idaho,2019,4,4,3325
4,West,8,Mountain,ID,16,Idaho,2017,2,5,577
4,West,8,Mountain,ID,16,Idaho,2019,3,7,30849
4,West,8,Mountain,ID,16,Idaho,2018,5,7,14337
4,West,8,Mountain,ID,16,Idaho,2019,3,5,524
4,West,8,Mountain,ID,16,Idaho,2018,4,5,326
4,West,8,Mountain,ID,16,Idaho,2017,1,5,382
4,West,8,Mountain,ID,16,Idaho,2018,1,1,122312
4,West,8,Mountain,ID,16,Idaho,2017,4,5,325
4,West,8,Mountain,ID,16,Idaho,2017,5,6,2226
4,West,8,Mountain,ID,16,Idaho,2017,5,5,221
4,West,8,Mountain,ID,16,Idaho,2019,1,4,2657
4,West,8,Mountain,ID,16,Idaho,2018,3,6,3371
4,West,8,Mountain,ID,16,Idaho,2019,1,2,1959
4,West,8,Mountain,ID,16,Idaho,2019,5,1,193836
4,West,8,Mountain,ID,16,Idaho,2018,6,1,257867
4,West,8,Mountain,ID,16,Idaho,2019,4,6,2682
4,West,8,Mountain,ID,16,Idaho,2018,6,2,612
4,West,8,Mountain,ID,16,Idaho,2018,1,6,4811
4,West,8,Mountain,ID,16,Idaho,2019,6,6,2642
4,West,8,Mountain,ID,16,Idaho,2019,4,2,1320
4,West,8,Mountain,ID,16,Idaho,2019,6,4,2979
4,West,8,Mountain,ID,16,Idaho,2019,2,4,4788
4,West,8,Mountain,ID,16,Idaho,2018,5,6,2293
4,West,8,Mountain,ID,16,Idaho,2019,2,6,5085
4,West,8,Mountain,ID,16,Idaho,2018,4,1,168096
4,West,8,Mountain,ID,16,Idaho,2019,1,5,418
4,West,8,Mountain,ID,16,Idaho,2019,3,3,2484
