region_code,region_name,division_code,division_name,state_abbr,state_code,state_name,year,race,povrate15,childpovrate15,obese_pct,highbloodpress_pct,diabetes_pct,foodinsec_15_17,popestimate,npopchg,births,deaths,naturalinc,internationalmig,domesticmig,netmig,residual,rbirth,rdeath,rnaturalinc,rinternationalmig,rdomesticmig,rnetmig,percap_real_inc,employment_10,employment_20,employment_40,employment_50,employment_60,employment_70,employment_80,employment_90,employment_100,employment_200,employment_300,employment_400,employment_500,employment_600,employment_700,employment_800,employment_900,employment_1000,employment_1100,employment_1200,employment_1300,employment_1400,employment_1500,employment_1600,employment_1700,employment_1800,employment_1900,employment_2000,employment_2001,employment_2002,employment_2010,employment_2011,employment_2012
2,Midwest,4,West North Central,IA,19,Iowa,2017,4,11.71212121212121,15.80909090909091,23.9,17.3,,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,2062038,1630436,431602,70112,361490,86742,1975296,1704316,16111,4311,6764,115747,223297,71468,224075,79277,26647,133948,72629,81405,20753,87775,47946,219086,36380,132513,104184,270980,17775,11579,241626,68036,173590
2,Midwest,4,West North Central,IA,19,Iowa,2017,5,11.71212121212121,15.80909090909091,,,,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,2062038,1630436,431602,70112,361490,86742,1975296,1704316,16111,4311,6764,115747,223297,71468,224075,79277,26647,133948,72629,81405,20753,87775,47946,219086,36380,132513,104184,270980,17775,11579,241626,68036,173590
2,Midwest,4,West North Central,IA,19,Iowa,2017,6,11.71212121212121,15.80909090909091,31.3,21.5,,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,2062038,1630436,431602,70112,361490,86742,1975296,1704316,16111,4311,6764,115747,223297,71468,224075,79277,26647,133948,72629,81405,20753,87775,47946,219086,36380,132513,104184,270980,17775,11579,241626,68036,173590
2,Midwest,4,West North Central,IA,19,Iowa,2017,7,11.71212121212121,15.80909090909091,38.1,21.4,6.8,13.59999999999999,3141550,10179,38850,30581,8269,5903,-3962,1941,-31,12.386574,9.7501631,2.6364114,1.8820578,-1.2632073,.61885047,50054,2062038,1630436,431602,70112,361490,86742,1975296,1704316,16111,4311,6764,115747,223297,71468,224075,79277,26647,133948,72629,81405,20753,87775,47946,219086,36380,132513,104184,270980,17775,11579,241626,68036,173590
2,Midwest,4,West North Central,KS,20,Kansas,2017,1,12.69619047619048,17.71809523809523,32,34.1,10.3,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,1913506,1483534,429972,50257,379715,61806,1851700,1556316,10705,40713,6839,92047,168443,65013,186640,70641,24004,101563,70304,109039,27768,101524,28459,201910,33213,121180,96311,295384,25122,32729,237533,57646,179887
2,Midwest,4,West North Central,KS,20,Kansas,2017,2,12.69619047619048,17.71809523809523,36.3,39.9,14.2,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,1913506,1483534,429972,50257,379715,61806,1851700,1556316,10705,40713,6839,92047,168443,65013,186640,70641,24004,101563,70304,109039,27768,101524,28459,201910,33213,121180,96311,295384,25122,32729,237533,57646,179887
2,Midwest,4,West North Central,KS,20,Kansas,2017,3,12.69619047619048,17.71809523809523,33.4,42.6,14.8,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,1913506,1483534,429972,50257,379715,61806,1851700,1556316,10705,40713,6839,92047,168443,65013,186640,70641,24004,101563,70304,109039,27768,101524,28459,201910,33213,121180,96311,295384,25122,32729,237533,57646,179887
2,Midwest,4,West North Central,KS,20,Kansas,2017,4,12.69619047619048,17.71809523809523,13.2,13,4.4,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,1913506,1483534,429972,50257,379715,61806,1851700,1556316,10705,40713,6839,92047,168443,65013,186640,70641,24004,101563,70304,109039,27768,101524,28459,201910,33213,121180,96311,295384,25122,32729,237533,57646,179887
2,Midwest,4,West North Central,KS,20,Kansas,2017,5,12.69619047619048,17.71809523809523,,,,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,1913506,1483534,429972,50257,379715,61806,1851700,1556316,10705,40713,6839,92047,168443,65013,186640,70641,24004,101563,70304,109039,27768,101524,28459,201910,33213,121180,96311,295384,25122,32729,237533,57646,179887
2,Midwest,4,West North Central,KS,20,Kansas,2017,6,12.69619047619048,17.71809523809523,34.9,31.6,10.9,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,1913506,1483534,429972,50257,379715,61806,1851700,1556316,10705,40713,6839,92047,168443,65013,186640,70641,24004,101563,70304,109039,27768,101524,28459,201910,33213,121180,96311,295384,25122,32729,237533,57646,179887
2,Midwest,4,West North Central,KS,20,Kansas,2017,7,12.69619047619048,17.71809523809523,37.7,22.9,11.7,13.29999999999997,2908718,-2126,37409,27016,10393,2278,-14764,-12486,-33,12.856294,9.2845478,3.5717463,.78287679,-5.0739212,-4.2910447,51405,1913506,1483534,429972,50257,379715,61806,1851700,1556316,10705,40713,6839,92047,168443,65013,186640,70641,24004,101563,70304,109039,27768,101524,28459,201910,33213,121180,96311,295384,25122,32729,237533,57646,179887
3,South,6,East South Central,KY,21,Kentucky,2017,1,21.40749999999999,30.40416666666668,34.5,39.7,13.2,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,2519631,2010804,508827,68578,440249,84279,2435352,2082413,13183,18280,7133,128078,258760,81579,262325,125816,28205,108030,90106,114071,23611,154714,40377,270411,41821,184925,130988,352939,36653,44930,271356,97266,174090
3,South,6,East South Central,KY,21,Kentucky,2017,2,21.40749999999999,30.40416666666668,35.6,48.4,11.1,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,2519631,2010804,508827,68578,440249,84279,2435352,2082413,13183,18280,7133,128078,258760,81579,262325,125816,28205,108030,90106,114071,23611,154714,40377,270411,41821,184925,130988,352939,36653,44930,271356,97266,174090
3,South,6,East South Central,KY,21,Kentucky,2017,3,21.40749999999999,30.40416666666668,37.8,47.3,,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,2519631,2010804,508827,68578,440249,84279,2435352,2082413,13183,18280,7133,128078,258760,81579,262325,125816,28205,108030,90106,114071,23611,154714,40377,270411,41821,184925,130988,352939,36653,44930,271356,97266,174090
3,South,6,East South Central,KY,21,Kentucky,2017,4,21.40749999999999,30.40416666666668,,,,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,2519631,2010804,508827,68578,440249,84279,2435352,2082413,13183,18280,7133,128078,258760,81579,262325,125816,28205,108030,90106,114071,23611,154714,40377,270411,41821,184925,130988,352939,36653,44930,271356,97266,174090
3,South,6,East South Central,KY,21,Kentucky,2017,5,21.40749999999999,30.40416666666668,,,,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,2519631,2010804,508827,68578,440249,84279,2435352,2082413,13183,18280,7133,128078,258760,81579,262325,125816,28205,108030,90106,114071,23611,154714,40377,270411,41821,184925,130988,352939,36653,44930,271356,97266,174090
3,South,6,East South Central,KY,21,Kentucky,2017,6,21.40749999999999,30.40416666666668,30.4,38.3,13.3,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,2519631,2010804,508827,68578,440249,84279,2435352,2082413,13183,18280,7133,128078,258760,81579,262325,125816,28205,108030,90106,114071,23611,154714,40377,270411,41821,184925,130988,352939,36653,44930,271356,97266,174090
3,South,6,East South Central,KY,21,Kentucky,2017,7,21.40749999999999,30.40416666666668,28.9,11.7,,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,2519631,2010804,508827,68578,440249,84279,2435352,2082413,13183,18280,7133,128078,258760,81579,262325,125816,28205,108030,90106,114071,23611,154714,40377,270411,41821,184925,130988,352939,36653,44930,271356,97266,174090
3,South,7,West South Central,LA,22,Louisiana,2017,1,21.946875,30.73281250000001,33.6,38,11.8,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,2695724,2047521,648203,23508,624695,32791,2662933,2303791,18170,61522,8901,205527,145142,76330,280154,105572,29621,107241,121117,143674,28395,155702,56684,316536,54194,225180,164129,359142,31057,36137,291948,78860,213088
3,South,7,West South Central,LA,22,Louisiana,2017,2,21.946875,30.73281250000001,42.2,42.3,16.7,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,2695724,2047521,648203,23508,624695,32791,2662933,2303791,18170,61522,8901,205527,145142,76330,280154,105572,29621,107241,121117,143674,28395,155702,56684,316536,54194,225180,164129,359142,31057,36137,291948,78860,213088
3,South,7,West South Central,LA,22,Louisiana,2017,3,21.946875,30.73281250000001,44.4,55.5,,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,2695724,2047521,648203,23508,624695,32791,2662933,2303791,18170,61522,8901,205527,145142,76330,280154,105572,29621,107241,121117,143674,28395,155702,56684,316536,54194,225180,164129,359142,31057,36137,291948,78860,213088
3,South,7,West South Central,LA,22,Louisiana,2017,4,21.946875,30.73281250000001,,,,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,2695724,2047521,648203,23508,624695,32791,2662933,2303791,18170,61522,8901,205527,145142,76330,280154,105572,29621,107241,121117,143674,28395,155702,56684,316536,54194,225180,164129,359142,31057,36137,291948,78860,213088
3,South,7,West South Central,LA,22,Louisiana,2017,5,21.946875,30.73281250000001,,,,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,2695724,2047521,648203,23508,624695,32791,2662933,2303791,18170,61522,8901,205527,145142,76330,280154,105572,29621,107241,121117,143674,28395,155702,56684,316536,54194,225180,164129,359142,31057,36137,291948,78860,213088
3,South,7,West South Central,LA,22,Louisiana,2017,6,21.946875,30.73281250000001,40.9,41.1,15.5,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,2695724,2047521,648203,23508,624695,32791,2662933,2303791,18170,61522,8901,205527,145142,76330,280154,105572,29621,107241,121117,143674,28395,155702,56684,316536,54194,225180,164129,359142,31057,36137,291948,78860,213088
3,South,7,West South Central,LA,22,Louisiana,2017,7,21.946875,30.73281250000001,33.2,29.3,14.3,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,2695724,2047521,648203,23508,624695,32791,2662933,2303791,18170,61522,8901,205527,145142,76330,280154,105572,29621,107241,121117,143674,28395,155702,56684,316536,54194,225180,164129,359142,31057,36137,291948,78860,213088
1,Northeast,1,New England,ME,23,Maine,2017,1,14.5875,20.58125,29.2,35.1,10.6,10.2,1334612,3295,12451,14551,-2100,628,4815,5443,-48,9.3408337,10.916269,-1.5754358,.47113034,3.6122491,4.0833797,44287,834691,638403,196288,6958,189330,10611,824080,716646,14349,1235,1838,54549,56411,22034,99756,22976,9822,33039,34546,45676,11130,43094,21936,117738,21278,64212,41027,107434,15251,6947,85236,26359,58877
1,Northeast,1,New England,ME,23,Maine,2017,2,14.5875,20.58125,,,,10.2,1334612,3295,12451,14551,-2100,628,4815,5443,-48,9.3408337,10.916269,-1.5754358,.47113034,3.6122491,4.0833797,44287,834691,638403,196288,6958,189330,10611,824080,716646,14349,1235,1838,54549,56411,22034,99756,22976,9822,33039,34546,45676,11130,43094,21936,117738,21278,64212,41027,107434,15251,6947,85236,26359,58877
1,Northeast,1,New England,ME,23,Maine,2017,3,14.5875,20.58125,29.3,36.7,,10.2,1334612,3295,12451,14551,-2100,628,4815,5443,-48,9.3408337,10.916269,-1.5754358,.47113034,3.6122491,4.0833797,44287,834691,638403,196288,6958,189330,10611,824080,716646,14349,1235,1838,54549,56411,22034,99756,22976,9822,33039,34546,45676,11130,43094,21936,117738,21278,64212,41027,107434,15251,6947,85236,26359,58877
1,Northeast,1,New England,ME,23,Maine,2017,4,14.5875,20.58125,,,,10.2,1334612,3295,12451,14551,-2100,628,4815,5443,-48,9.3408337,10.916269,-1.5754358,.47113034,3.6122491,4.0833797,44287,834691,638403,196288,6958,189330,10611,824080,716646,14349,1235,1838,54549,56411,22034,99756,22976,9822,33039,34546,45676,11130,43094,21936,117738,21278,64212,41027,107434,15251,6947,85236,26359,58877
1,Northeast,1,New England,ME,23,Maine,2017,5,14.5875,20.58125,,,,10.2,1334612,3295,12451,14551,-2100,628,4815,5443,-48,9.3408337,10.916269,-1.5754358,.47113034,3.6122491,4.0833797,44287,834691,638403,196288,6958,189330,10611,824080,716646,14349,1235,1838,54549,56411,22034,99756,22976,9822,33039,34546,45676,11130,43094,21936,117738,21278,64212,41027,107434,15251,6947,85236,26359,58877
1,Northeast,1,New England,ME,23,Maine,2017,6,14.5875,20.58125,36.1,45,15.8,10.2,1334612,3295,12451,14551,-2100,628,4815,5443,-48,9.3408337,10.916269,-1.5754358,.47113034,3.6122491,4.0833797,44287,834691,638403,196288,6958,189330,10611,824080,716646,14349,1235,1838,54549,56411,22034,99756,22976,9822,33039,34546,45676,11130,43094,21936,117738,21278,64212,41027,107434,15251,6947,85236,26359,58877
1,Northeast,1,New England,ME,23,Maine,2017,7,14.5875,20.58125,36.7,31.4,,10.2,1334612,3295,12451,14551,-2100,628,4815,5443,-48,9.3408337,10.916269,-1.5754358,.47113034,3.6122491,4.0833797,44287,834691,638403,196288,6958,189330,10611,824080,716646,14349,1235,1838,54549,56411,22034,99756,22976,9822,33039,34546,45676,11130,43094,21936,117738,21278,64212,41027,107434,15251,6947,85236,26359,58877
3,South,5,South Atlantic,MD,24,Maryland,2017,1,11.475,16.7,28.8,33.2,9.300000000000001,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,3692575,2829670,862905,11066,851839,19410,3673165,3105685,6525,4012,10683,235512,117777,95401,346845,150556,51380,164772,187057,359317,28742,235891,106831,442408,92482,255759,213735,567480,175844,49324,342312,98514,243798
3,South,5,South Atlantic,MD,24,Maryland,2017,2,11.475,16.7,42.2,37.5,13.8,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,3692575,2829670,862905,11066,851839,19410,3673165,3105685,6525,4012,10683,235512,117777,95401,346845,150556,51380,164772,187057,359317,28742,235891,106831,442408,92482,255759,213735,567480,175844,49324,342312,98514,243798
3,South,5,South Atlantic,MD,24,Maryland,2017,3,11.475,16.7,28.4,40.1,,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,3692575,2829670,862905,11066,851839,19410,3673165,3105685,6525,4012,10683,235512,117777,95401,346845,150556,51380,164772,187057,359317,28742,235891,106831,442408,92482,255759,213735,567480,175844,49324,342312,98514,243798
3,South,5,South Atlantic,MD,24,Maryland,2017,4,11.475,16.7,7.4,25.1,11.8,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,3692575,2829670,862905,11066,851839,19410,3673165,3105685,6525,4012,10683,235512,117777,95401,346845,150556,51380,164772,187057,359317,28742,235891,106831,442408,92482,255759,213735,567480,175844,49324,342312,98514,243798
3,South,5,South Atlantic,MD,24,Maryland,2017,5,11.475,16.7,,,,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,3692575,2829670,862905,11066,851839,19410,3673165,3105685,6525,4012,10683,235512,117777,95401,346845,150556,51380,164772,187057,359317,28742,235891,106831,442408,92482,255759,213735,567480,175844,49324,342312,98514,243798
3,South,5,South Atlantic,MD,24,Maryland,2017,6,11.475,16.7,35.4,29.5,8.300000000000001,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,3692575,2829670,862905,11066,851839,19410,3673165,3105685,6525,4012,10683,235512,117777,95401,346845,150556,51380,164772,187057,359317,28742,235891,106831,442408,92482,255759,213735,567480,175844,49324,342312,98514,243798
3,South,5,South Atlantic,MD,24,Maryland,2017,7,11.475,16.7,29.4,16.6,4.8,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,3692575,2829670,862905,11066,851839,19410,3673165,3105685,6525,4012,10683,235512,117777,95401,346845,150556,51380,164772,187057,359317,28742,235891,106831,442408,92482,255759,213735,567480,175844,49324,342312,98514,243798
1,Northeast,1,New England,MA,25,Massachusetts,2017,1,11.59285714285714,15.30714285714286,25.8,30.4,9,14.4,6859789,36181,70765,58172,12593,48794,-25009,23785,-197,10.343192,8.5025673,1.8406248,7.1318545,-3.6553788,3.476476,59139,4778377,3724192,1054185,6228,1047957,10539,4767838,4304437,10143,3315,12780,250243,259639,139243,429385,168628,107129,281219,207576,472622,70355,249319,245624,699135,127138,330882,240062,463401,46578,19538,397285,125331,271954
1,Northeast,1,New England,MA,25,Massachusetts,2017,2,11.59285714285714,15.30714285714286,31.2,32.8,9.300000000000001,14.4,6859789,36181,70765,58172,12593,48794,-25009,23785,-197,10.343192,8.5025673,1.8406248,7.1318545,-3.6553788,3.476476,59139,4778377,3724192,1054185,6228,1047957,10539,4767838,4304437,10143,3315,12780,250243,259639,139243,429385,168628,107129,281219,207576,472622,70355,249319,245624,699135,127138,330882,240062,463401,46578,19538,397285,125331,271954
1,Northeast,1,New England,MA,25,Massachusetts,2017,3,11.59285714285714,15.30714285714286,,,,14.4,6859789,36181,70765,58172,12593,48794,-25009,23785,-197,10.343192,8.5025673,1.8406248,7.1318545,-3.6553788,3.476476,59139,4778377,3724192,1054185,6228,1047957,10539,4767838,4304437,10143,3315,12780,250243,259639,139243,429385,168628,107129,281219,207576,472622,70355,249319,245624,699135,127138,330882,240062,463401,46578,19538,397285,125331,271954
1,Northeast,1,New England,MA,25,Massachusetts,2017,4,11.59285714285714,15.30714285714286,10.2,13.4,,14.4,6859789,36181,70765,58172,12593,48794,-25009,23785,-197,10.343192,8.5025673,1.8406248,7.1318545,-3.6553788,3.476476,59139,4778377,3724192,1054185,6228,1047957,10539,4767838,4304437,10143,3315,12780,250243,259639,139243,429385,168628,107129,281219,207576,472622,70355,249319,245624,699135,127138,330882,240062,463401,46578,19538,397285,125331,271954
1,Northeast,1,New England,MA,25,Massachusetts,2017,5,11.59285714285714,15.30714285714286,,,,14.4,6859789,36181,70765,58172,12593,48794,-25009,23785,-197,10.343192,8.5025673,1.8406248,7.1318545,-3.6553788,3.476476,59139,4778377,3724192,1054185,6228,1047957,10539,4767838,4304437,10143,3315,12780,250243,259639,139243,429385,168628,107129,281219,207576,472622,70355,249319,245624,699135,127138,330882,240062,463401,46578,19538,397285,125331,271954
1,Northeast,1,New England,MA,25,Massachusetts,2017,6,11.59285714285714,15.30714285714286,36.3,32.3,,14.4,6859789,36181,70765,58172,12593,48794,-25009,23785,-197,10.343192,8.5025673,1.8406248,7.1318545,-3.6553788,3.476476,59139,4778377,3724192,1054185,6228,1047957,10539,4767838,4304437,10143,3315,12780,250243,259639,139243,429385,168628,107129,281219,207576,472622,70355,249319,245624,699135,127138,330882,240062,463401,46578,19538,397285,125331,271954
1,Northeast,1,New England,MA,25,Massachusetts,2017,7,11.59285714285714,15.30714285714286,30.9,22.1,16.2,14.4,6859789,36181,70765,58172,12593,48794,-25009,23785,-197,10.343192,8.5025673,1.8406248,7.1318545,-3.6553788,3.476476,59139,4778377,3724192,1054185,6228,1047957,10539,4767838,4304437,10143,3315,12780,250243,259639,139243,429385,168628,107129,281219,207576,472622,70355,249319,245624,699135,127138,330882,240062,463401,46578,19538,397285,125331,271954
2,Midwest,3,East North Central,MI,26,Michigan,2017,1,15.51686746987952,23.49277108433736,31,34.4,10.6,13.6,9973114,22543,112565,97505,15060,20952,-13172,7780,-297,11.299617,9.7878475,1.5117686,2.1032255,-1.3222454,.78098005,46941,5630538,4446836,1183702,42136,1141566,61678,5568860,4957662,16941,16645,20785,266505,642934,188959,571389,175277,71430,249046,253360,410914,72604,373226,107720,680707,109681,408008,321531,611198,52667,17701,540830,184382,356448
2,Midwest,3,East North Central,MI,26,Michigan,2017,2,15.51686746987952,23.49277108433736,41.2,44.8,14.6,13.6,9973114,22543,112565,97505,15060,20952,-13172,7780,-297,11.299617,9.7878475,1.5117686,2.1032255,-1.3222454,.78098005,46941,5630538,4446836,1183702,42136,1141566,61678,5568860,4957662,16941,16645,20785,266505,642934,188959,571389,175277,71430,249046,253360,410914,72604,373226,107720,680707,109681,408008,321531,611198,52667,17701,540830,184382,356448
2,Midwest,3,East North Central,MI,26,Michigan,2017,3,15.51686746987952,23.49277108433736,31.9,38.4,,13.6,9973114,22543,112565,97505,15060,20952,-13172,7780,-297,11.299617,9.7878475,1.5117686,2.1032255,-1.3222454,.78098005,46941,5630538,4446836,1183702,42136,1141566,61678,5568860,4957662,16941,16645,20785,266505,642934,188959,571389,175277,71430,249046,253360,410914,72604,373226,107720,680707,109681,408008,321531,611198,52667,17701,540830,184382,356448
2,Midwest,3,East North Central,MI,26,Michigan,2017,4,15.51686746987952,23.49277108433736,17.5,13.4,,13.6,9973114,22543,112565,97505,15060,20952,-13172,7780,-297,11.299617,9.7878475,1.5117686,2.1032255,-1.3222454,.78098005,46941,5630538,4446836,1183702,42136,1141566,61678,5568860,4957662,16941,16645,20785,266505,642934,188959,571389,175277,71430,249046,253360,410914,72604,373226,107720,680707,109681,408008,321531,611198,52667,17701,540830,184382,356448
2,Midwest,3,East North Central,MI,26,Michigan,2017,5,15.51686746987952,23.49277108433736,,,,13.6,9973114,22543,112565,97505,15060,20952,-13172,7780,-297,11.299617,9.7878475,1.5117686,2.1032255,-1.3222454,.78098005,46941,5630538,4446836,1183702,42136,1141566,61678,5568860,4957662,16941,16645,20785,266505,642934,188959,571389,175277,71430,249046,253360,410914,72604,373226,107720,680707,109681,408008,321531,611198,52667,17701,540830,184382,356448
2,Midwest,3,East North Central,MI,26,Michigan,2017,6,15.51686746987952,23.49277108433736,28.8,30.2,11.6,13.6,9973114,22543,112565,97505,15060,20952,-13172,7780,-297,11.299617,9.7878475,1.5117686,2.1032255,-1.3222454,.78098005,46941,5630538,4446836,1183702,42136,1141566,61678,5568860,4957662,16941,16645,20785,266505,642934,188959,571389,175277,71430,249046,253360,410914,72604,373226,107720,680707,109681,408008,321531,611198,52667,17701,540830,184382,356448
2,Midwest,3,East North Central,MI,26,Michigan,2017,7,15.51686746987952,23.49277108433736,37.7,23.9,11.8,13.6,9973114,22543,112565,97505,15060,20952,-13172,7780,-297,11.299617,9.7878475,1.5117686,2.1032255,-1.3222454,.78098005,46941,5630538,4446836,1183702,42136,1141566,61678,5568860,4957662,16941,16645,20785,266505,642934,188959,571389,175277,71430,249046,253360,410914,72604,373226,107720,680707,109681,408008,321531,611198,52667,17701,540830,184382,356448
2,Midwest,4,West North Central,MN,27,Minnesota,2017,1,10.72413793103448,14.6344827586207,28.3,27.8,7.8,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,3735455,2992362,743093,60001,683092,74266,3661189,3234288,14181,10256,12915,178470,335621,142013,365587,137011,59341,215503,146814,239130,83656,170632,94298,502148,91729,240139,194844,426901,32304,19736,374861,94571,280290
2,Midwest,4,West North Central,MN,27,Minnesota,2017,2,10.72413793103448,14.6344827586207,32.4,27.2,8.4,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,3735455,2992362,743093,60001,683092,74266,3661189,3234288,14181,10256,12915,178470,335621,142013,365587,137011,59341,215503,146814,239130,83656,170632,94298,502148,91729,240139,194844,426901,32304,19736,374861,94571,280290
2,Midwest,4,West North Central,MN,27,Minnesota,2017,3,10.72413793103448,14.6344827586207,39.3,29.2,12.4,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,3735455,2992362,743093,60001,683092,74266,3661189,3234288,14181,10256,12915,178470,335621,142013,365587,137011,59341,215503,146814,239130,83656,170632,94298,502148,91729,240139,194844,426901,32304,19736,374861,94571,280290
2,Midwest,4,West North Central,MN,27,Minnesota,2017,4,10.72413793103448,14.6344827586207,16.7,13.6,,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,3735455,2992362,743093,60001,683092,74266,3661189,3234288,14181,10256,12915,178470,335621,142013,365587,137011,59341,215503,146814,239130,83656,170632,94298,502148,91729,240139,194844,426901,32304,19736,374861,94571,280290
2,Midwest,4,West North Central,MN,27,Minnesota,2017,5,10.72413793103448,14.6344827586207,,,,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,3735455,2992362,743093,60001,683092,74266,3661189,3234288,14181,10256,12915,178470,335621,142013,365587,137011,59341,215503,146814,239130,83656,170632,94298,502148,91729,240139,194844,426901,32304,19736,374861,94571,280290
2,Midwest,4,West North Central,MN,27,Minnesota,2017,6,10.72413793103448,14.6344827586207,38.2,24.9,9.5,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,3735455,2992362,743093,60001,683092,74266,3661189,3234288,14181,10256,12915,178470,335621,142013,365587,137011,59341,215503,146814,239130,83656,170632,94298,502148,91729,240139,194844,426901,32304,19736,374861,94571,280290
2,Midwest,4,West North Central,MN,27,Minnesota,2017,7,10.72413793103448,14.6344827586207,35.8,17.5,9.199999999999999,9.5,5566230,43486,69570,43970,25600,10604,7531,18135,-249,12.547599,7.9303999,4.6171989,1.9125304,1.3582861,3.2708166,52980,3735455,2992362,743093,60001,683092,74266,3661189,3234288,14181,10256,12915,178470,335621,142013,365587,137011,59341,215503,146814,239130,83656,170632,94298,502148,91729,240139,194844,426901,32304,19736,374861,94571,280290
