division_code,division_name,region_code_,region_name_,state_abbr,state_code,state_name,year,obese_pct_1,obese_pct_2,obese_pct_3,obese_pct_4,obese_pct_5,obese_pct_6,highbloodpress_pct_1,highbloodpress_pct_2,highbloodpress_pct_3,highbloodpress_pct_4,highbloodpress_pct_5,highbloodpress_pct_6,diabetes_pct_1,diabetes_pct_2,diabetes_pct_3,diabetes_pct_4,diabetes_pct_5,diabetes_pct_6,povrate15_1,childpovrate15_1,foodinsec_15_17_1,popestimate_1,npopchg_1,births_1,deaths_1,naturalinc_1,internationalmig_1,domesticmig_1,netmig_1,residual_1,rbirth_1,rdeath_1,rnaturalinc_1,rinternationalmig_1,rdomesticmig_1,rnetmig_1,percap_real_inc_1,povrate15_2,childpovrate15_2,foodinsec_15_17_2,popestimate_2,npopchg_2,births_2,deaths_2,naturalinc_2,internationalmig_2,domesticmig_2,netmig_2,residual_2,rbirth_2,rdeath_2,rnaturalinc_2,rinternationalmig_2,rdomesticmig_2,rnetmig_2,percap_real_inc_2,povrate15_3,childpovrate15_3,foodinsec_15_17_3,popestimate_3,npopchg_3,births_3,deaths_3,naturalinc_3,internationalmig_3,domesticmig_3,netmig_3,residual_3,rbirth_3,rdeath_3,rnaturalinc_3,rinternationalmig_3,rdomesticmig_3,rnetmig_3,percap_real_inc_3,povrate15_4,childpovrate15_4,foodinsec_15_17_4,popestimate_4,npopchg_4,births_4,deaths_4,naturalinc_4,internationalmig_4,domesticmig_4,netmig_4,residual_4,rbirth_4,rdeath_4,rnaturalinc_4,rinternationalmig_4,rdomesticmig_4,rnetmig_4,percap_real_inc_4,povrate15_5,childpovrate15_5,foodinsec_15_17_5,popestimate_5,npopchg_5,births_5,deaths_5,naturalinc_5,internationalmig_5,domesticmig_5,netmig_5,residual_5,rbirth_5,rdeath_5,rnaturalinc_5,rinternationalmig_5,rdomesticmig_5,rnetmig_5,percap_real_inc_5,povrate15_6,childpovrate15_6,foodinsec_15_17_6,popestimate_6,npopchg_6,births_6,deaths_6,naturalinc_6,internationalmig_6,domesticmig_6,netmig_6,residual_6,rbirth_6,rdeath_6,rnaturalinc_6,rinternationalmig_6,rdomesticmig_6,rnetmig_6,percap_real_inc_6
6,East South Central,3,South,TN,47,Tennessee,2017,15.6,31.1,38.9,38.5,38.4,30.6,14,12.4,28.6,40.8,56.3,65.40000000000001,,2.4,7.5,14.1,20.6,26.1,18.96000000000001,27.46947368421052,12.9,6708799,62789,80601,69124,11477,8632,42619,51251,61,12.070708,10.351927,1.7187816,1.2927178,6.3825698,7.6752877,48062,18.96000000000001,27.46947368421052,12.9,6708799,62789,80601,69124,11477,8632,42619,51251,61,12.070708,10.351927,1.7187816,1.2927178,6.3825698,7.6752877,48062,18.96000000000001,27.46947368421052,12.9,6708799,62789,80601,69124,11477,8632,42619,51251,61,12.070708,10.351927,1.7187816,1.2927178,6.3825698,7.6752877,48062,18.96000000000001,27.46947368421052,12.9,6708799,62789,80601,69124,11477,8632,42619,51251,61,12.070708,10.351927,1.7187816,1.2927178,6.3825698,7.6752877,48062,18.96000000000001,27.46947368421052,12.9,6708799,62789,80601,69124,11477,8632,42619,51251,61,12.070708,10.351927,1.7187816,1.2927178,6.3825698,7.6752877,48062,18.96000000000001,27.46947368421052,12.9,6708799,62789,80601,69124,11477,8632,42619,51251,61,12.070708,10.351927,1.7187816,1.2927178,6.3825698,7.6752877,48062
6,East South Central,3,South,TN,47,Tennessee,2018,25.2,29.2,38.4,41.9,39.2,30.7,,,,,,,,,,,,,18.96000000000001,27.46947368421052,12.9,6771631,62832,80946,68970,11976,9506,41341,50847,9,12.009409,10.232612,1.7767979,1.4103408,6.1334839,7.5438247,49059,18.96000000000001,27.46947368421052,12.9,6771631,62832,80946,68970,11976,9506,41341,50847,9,12.009409,10.232612,1.7767979,1.4103408,6.1334839,7.5438247,49059,18.96000000000001,27.46947368421052,12.9,6771631,62832,80946,68970,11976,9506,41341,50847,9,12.009409,10.232612,1.7767979,1.4103408,6.1334839,7.5438247,49059,18.96000000000001,27.46947368421052,12.9,6771631,62832,80946,68970,11976,9506,41341,50847,9,12.009409,10.232612,1.7767979,1.4103408,6.1334839,7.5438247,49059,18.96000000000001,27.46947368421052,12.9,6771631,62832,80946,68970,11976,9506,41341,50847,9,12.009409,10.232612,1.7767979,1.4103408,6.1334839,7.5438247,49059,18.96000000000001,27.46947368421052,12.9,6771631,62832,80946,68970,11976,9506,41341,50847,9,12.009409,10.232612,1.7767979,1.4103408,6.1334839,7.5438247,49059
6,East South Central,3,South,TN,47,Tennessee,2019,21.2,38.7,39.8,42.5,41.6,32.7,9,16.6,28.3,44.6,54.7,65.5,,,6.3,17,21.9,27.2,18.96000000000001,27.46947368421052,12.9,6829174,57543,80239,67977,12262,9293,36009,45302,-21,11.799154,9.996026,1.8031286,1.3665367,5.2951279,6.6616645,49640,18.96000000000001,27.46947368421052,12.9,6829174,57543,80239,67977,12262,9293,36009,45302,-21,11.799154,9.996026,1.8031286,1.3665367,5.2951279,6.6616645,49640,18.96000000000001,27.46947368421052,12.9,6829174,57543,80239,67977,12262,9293,36009,45302,-21,11.799154,9.996026,1.8031286,1.3665367,5.2951279,6.6616645,49640,18.96000000000001,27.46947368421052,12.9,6829174,57543,80239,67977,12262,9293,36009,45302,-21,11.799154,9.996026,1.8031286,1.3665367,5.2951279,6.6616645,49640,18.96000000000001,27.46947368421052,12.9,6829174,57543,80239,67977,12262,9293,36009,45302,-21,11.799154,9.996026,1.8031286,1.3665367,5.2951279,6.6616645,49640,18.96000000000001,27.46947368421052,12.9,6829174,57543,80239,67977,12262,9293,36009,45302,-21,11.799154,9.996026,1.8031286,1.3665367,5.2951279,6.6616645,49640
7,West South Central,3,South,AR,5,Arkansas,2017,13.3,38.8,41.8,42.6,40.2,30.6,9.4,22.7,34.2,42.9,57.5,66,,,7,11.8,21.1,23.5,21.16266666666666,31.21466666666666,13.10000000000002,3001345,11427,37737,32340,5397,2039,3981,6020,10,12.597343,10.79572,1.8016235,.6806578,1.3289351,2.009593,46038,21.16266666666666,31.21466666666666,13.10000000000002,3001345,11427,37737,32340,5397,2039,3981,6020,10,12.597343,10.79572,1.8016235,.6806578,1.3289351,2.009593,46038,21.16266666666666,31.21466666666666,13.10000000000002,3001345,11427,37737,32340,5397,2039,3981,6020,10,12.597343,10.79572,1.8016235,.6806578,1.3289351,2.009593,46038,21.16266666666666,31.21466666666666,13.10000000000002,3001345,11427,37737,32340,5397,2039,3981,6020,10,12.597343,10.79572,1.8016235,.6806578,1.3289351,2.009593,46038,21.16266666666666,31.21466666666666,13.10000000000002,3001345,11427,37737,32340,5397,2039,3981,6020,10,12.597343,10.79572,1.8016235,.6806578,1.3289351,2.009593,46038,21.16266666666666,31.21466666666666,13.10000000000002,3001345,11427,37737,32340,5397,2039,3981,6020,10,12.597343,10.79572,1.8016235,.6806578,1.3289351,2.009593,46038
7,West South Central,3,South,AR,5,Arkansas,2018,26.2,39.6,41.2,45.7,40.3,30.1,,,,,,,,,,,,,21.16266666666666,31.21466666666666,13.10000000000002,3009733,8388,37239,31743,5496,588,2294,2882,10,12.390123,10.5615,1.8286238,.19563879,.76325744,.95889622,47451,21.16266666666666,31.21466666666666,13.10000000000002,3009733,8388,37239,31743,5496,588,2294,2882,10,12.390123,10.5615,1.8286238,.19563879,.76325744,.95889622,47451,21.16266666666666,31.21466666666666,13.10000000000002,3009733,8388,37239,31743,5496,588,2294,2882,10,12.390123,10.5615,1.8286238,.19563879,.76325744,.95889622,47451,21.16266666666666,31.21466666666666,13.10000000000002,3009733,8388,37239,31743,5496,588,2294,2882,10,12.390123,10.5615,1.8286238,.19563879,.76325744,.95889622,47451,21.16266666666666,31.21466666666666,13.10000000000002,3009733,8388,37239,31743,5496,588,2294,2882,10,12.390123,10.5615,1.8286238,.19563879,.76325744,.95889622,47451,21.16266666666666,31.21466666666666,13.10000000000002,3009733,8388,37239,31743,5496,588,2294,2882,10,12.390123,10.5615,1.8286238,.19563879,.76325744,.95889622,47451
7,West South Central,3,South,AR,5,Arkansas,2019,26.3,36.3,45.1,43.7,40.6,32.4,11.4,18.7,28.8,46.5,59.7,65.09999999999999,,,7.4,18.2,19.8,25.3,21.16266666666666,31.21466666666666,13.10000000000002,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,48196,21.16266666666666,31.21466666666666,13.10000000000002,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,48196,21.16266666666666,31.21466666666666,13.10000000000002,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,48196,21.16266666666666,31.21466666666666,13.10000000000002,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,48196,21.16266666666666,31.21466666666666,13.10000000000002,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,48196,21.16266666666666,31.21466666666666,13.10000000000002,3017804,8071,36640,31322,5318,268,2515,2783,-30,12.157537,10.392968,1.7645682,.088925213,.83450335,.9234286,48196
7,West South Central,3,South,LA,22,Louisiana,2017,21,34.9,38.3,46.8,39.3,34.2,6.4,17.2,29.9,47.3,54.7,68,,4.2,6.8,16.6,21.2,26,21.946875,30.73281250000001,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,21.946875,30.73281250000001,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,21.946875,30.73281250000001,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,21.946875,30.73281250000001,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,21.946875,30.73281250000001,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775,21.946875,30.73281250000001,17.29999999999998,4670560,-7575,62391,45011,17380,3265,-28239,-24974,19,13.347531,9.629365,3.7181661,.69849318,-6.0412712,-5.3427777,46775
7,West South Central,3,South,LA,22,Louisiana,2018,27.9,33.9,40.6,45.8,40.2,31.8,,,,,,,,,,,,,21.946875,30.73281250000001,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,21.946875,30.73281250000001,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,21.946875,30.73281250000001,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,21.946875,30.73281250000001,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,21.946875,30.73281250000001,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455,21.946875,30.73281250000001,17.29999999999998,4659690,-10870,59870,46238,13632,3293,-27776,-24483,-19,12.833526,9.911417,2.9221082,.70587605,-5.9539671,-5.2480907,48455
7,West South Central,3,South,LA,22,Louisiana,2019,23.1,34.9,40.9,43.7,41.9,30.2,7.2,16.3,30.5,45.8,58.2,67.5,,,5.2,13.9,20.9,27.2,21.946875,30.73281250000001,17.29999999999998,4648794,-10896,58498,46343,12155,3040,-26045,-23005,-46,12.568749,9.9571533,2.6115961,.65316761,-5.5959702,-4.9428029,49365,21.946875,30.73281250000001,17.29999999999998,4648794,-10896,58498,46343,12155,3040,-26045,-23005,-46,12.568749,9.9571533,2.6115961,.65316761,-5.5959702,-4.9428029,49365,21.946875,30.73281250000001,17.29999999999998,4648794,-10896,58498,46343,12155,3040,-26045,-23005,-46,12.568749,9.9571533,2.6115961,.65316761,-5.5959702,-4.9428029,49365,21.946875,30.73281250000001,17.29999999999998,4648794,-10896,58498,46343,12155,3040,-26045,-23005,-46,12.568749,9.9571533,2.6115961,.65316761,-5.5959702,-4.9428029,49365,21.946875,30.73281250000001,17.29999999999998,4648794,-10896,58498,46343,12155,3040,-26045,-23005,-46,12.568749,9.9571533,2.6115961,.65316761,-5.5959702,-4.9428029,49365,21.946875,30.73281250000001,17.29999999999998,4648794,-10896,58498,46343,12155,3040,-26045,-23005,-46,12.568749,9.9571533,2.6115961,.65316761,-5.5959702,-4.9428029,49365
7,West South Central,3,South,OK,40,Oklahoma,2017,28.2,31.6,43.2,44,40,31.9,10.1,18,24.8,40.1,55.8,66.5,,3.4,7.2,14.1,21.7,24.4,17.05324675324675,23.51428571428571,15,3931316,4985,51467,40329,11138,4399,-10504,-6105,-48,13.099851,10.264905,2.8349454,1.1196736,-2.673574,-1.5539002,47124,17.05324675324675,23.51428571428571,15,3931316,4985,51467,40329,11138,4399,-10504,-6105,-48,13.099851,10.264905,2.8349454,1.1196736,-2.673574,-1.5539002,47124,17.05324675324675,23.51428571428571,15,3931316,4985,51467,40329,11138,4399,-10504,-6105,-48,13.099851,10.264905,2.8349454,1.1196736,-2.673574,-1.5539002,47124,17.05324675324675,23.51428571428571,15,3931316,4985,51467,40329,11138,4399,-10504,-6105,-48,13.099851,10.264905,2.8349454,1.1196736,-2.673574,-1.5539002,47124,17.05324675324675,23.51428571428571,15,3931316,4985,51467,40329,11138,4399,-10504,-6105,-48,13.099851,10.264905,2.8349454,1.1196736,-2.673574,-1.5539002,47124,17.05324675324675,23.51428571428571,15,3931316,4985,51467,40329,11138,4399,-10504,-6105,-48,13.099851,10.264905,2.8349454,1.1196736,-2.673574,-1.5539002,47124
7,West South Central,3,South,OK,40,Oklahoma,2018,24.2,35.4,38.9,40.8,39.5,29.4,,,,,,,,,,,,,17.05324675324675,23.51428571428571,15,3940235,8919,49525,40486,9039,4353,-4408,-55,-65,12.583289,10.286664,2.2966249,1.1060082,-1.1199826,-.013974374,48484,17.05324675324675,23.51428571428571,15,3940235,8919,49525,40486,9039,4353,-4408,-55,-65,12.583289,10.286664,2.2966249,1.1060082,-1.1199826,-.013974374,48484,17.05324675324675,23.51428571428571,15,3940235,8919,49525,40486,9039,4353,-4408,-55,-65,12.583289,10.286664,2.2966249,1.1060082,-1.1199826,-.013974374,48484,17.05324675324675,23.51428571428571,15,3940235,8919,49525,40486,9039,4353,-4408,-55,-65,12.583289,10.286664,2.2966249,1.1060082,-1.1199826,-.013974374,48484,17.05324675324675,23.51428571428571,15,3940235,8919,49525,40486,9039,4353,-4408,-55,-65,12.583289,10.286664,2.2966249,1.1060082,-1.1199826,-.013974374,48484,17.05324675324675,23.51428571428571,15,3940235,8919,49525,40486,9039,4353,-4408,-55,-65,12.583289,10.286664,2.2966249,1.1060082,-1.1199826,-.013974374,48484
7,West South Central,3,South,OK,40,Oklahoma,2019,26.6,35.1,39.9,45.3,43.1,31.2,8.800000000000001,14.8,24.2,43.6,54.8,67.8,,,5.8,14,22,24.6,17.05324675324675,23.51428571428571,15,3956971,16736,48759,40266,8493,4484,3822,8306,-63,12.348418,10.197531,2.1508873,1.1355915,.96793729,2.1035287,49633,17.05324675324675,23.51428571428571,15,3956971,16736,48759,40266,8493,4484,3822,8306,-63,12.348418,10.197531,2.1508873,1.1355915,.96793729,2.1035287,49633,17.05324675324675,23.51428571428571,15,3956971,16736,48759,40266,8493,4484,3822,8306,-63,12.348418,10.197531,2.1508873,1.1355915,.96793729,2.1035287,49633,17.05324675324675,23.51428571428571,15,3956971,16736,48759,40266,8493,4484,3822,8306,-63,12.348418,10.197531,2.1508873,1.1355915,.96793729,2.1035287,49633,17.05324675324675,23.51428571428571,15,3956971,16736,48759,40266,8493,4484,3822,8306,-63,12.348418,10.197531,2.1508873,1.1355915,.96793729,2.1035287,49633,17.05324675324675,23.51428571428571,15,3956971,16736,48759,40266,8493,4484,3822,8306,-63,12.348418,10.197531,2.1508873,1.1355915,.96793729,2.1035287,49633
7,West South Central,3,South,TX,48,Texas,2017,16.4,30.6,39.3,39.4,38.9,30.6,6.5,14.1,22.3,37.1,50.7,63.9,,,7.3,13.8,21.5,27.7,16.81850393700788,24.68425196850393,14,28295273,380863,391340,194141,197199,98188,84790,182978,686,13.924292,6.907742,7.0165491,3.493633,3.0169179,6.510551,47489,16.81850393700788,24.68425196850393,14,28295273,380863,391340,194141,197199,98188,84790,182978,686,13.924292,6.907742,7.0165491,3.493633,3.0169179,6.510551,47489,16.81850393700788,24.68425196850393,14,28295273,380863,391340,194141,197199,98188,84790,182978,686,13.924292,6.907742,7.0165491,3.493633,3.0169179,6.510551,47489,16.81850393700788,24.68425196850393,14,28295273,380863,391340,194141,197199,98188,84790,182978,686,13.924292,6.907742,7.0165491,3.493633,3.0169179,6.510551,47489,16.81850393700788,24.68425196850393,14,28295273,380863,391340,194141,197199,98188,84790,182978,686,13.924292,6.907742,7.0165491,3.493633,3.0169179,6.510551,47489,16.81850393700788,24.68425196850393,14,28295273,380863,391340,194141,197199,98188,84790,182978,686,13.924292,6.907742,7.0165491,3.493633,3.0169179,6.510551,47489
7,West South Central,3,South,TX,48,Texas,2018,20.8,32.4,41,38.6,37.7,35.3,,,,,,,,,,,,,16.81850393700788,24.68425196850393,14,28628666,333393,379544,201799,177745,71278,83795,155073,575,13.335128,7.0901279,6.2449999,2.5043242,2.944104,5.4484282,49196,16.81850393700788,24.68425196850393,14,28628666,333393,379544,201799,177745,71278,83795,155073,575,13.335128,7.0901279,6.2449999,2.5043242,2.944104,5.4484282,49196,16.81850393700788,24.68425196850393,14,28628666,333393,379544,201799,177745,71278,83795,155073,575,13.335128,7.0901279,6.2449999,2.5043242,2.944104,5.4484282,49196,16.81850393700788,24.68425196850393,14,28628666,333393,379544,201799,177745,71278,83795,155073,575,13.335128,7.0901279,6.2449999,2.5043242,2.944104,5.4484282,49196,16.81850393700788,24.68425196850393,14,28628666,333393,379544,201799,177745,71278,83795,155073,575,13.335128,7.0901279,6.2449999,2.5043242,2.944104,5.4484282,49196,16.81850393700788,24.68425196850393,14,28628666,333393,379544,201799,177745,71278,83795,155073,575,13.335128,7.0901279,6.2449999,2.5043242,2.944104,5.4484282,49196
7,West South Central,3,South,TX,48,Texas,2019,19.9,36,37.9,40.8,36.6,29.8,7.3,10.6,20.6,36.4,50.8,63.6,,3.3,6,15.4,20.5,26.7,16.81850393700788,24.68425196850393,14,28995881,367215,378664,202786,175878,65044,125660,190704,633,13.142455,7.0381813,6.1042738,2.2575102,4.3613358,6.6188459,50021,16.81850393700788,24.68425196850393,14,28995881,367215,378664,202786,175878,65044,125660,190704,633,13.142455,7.0381813,6.1042738,2.2575102,4.3613358,6.6188459,50021,16.81850393700788,24.68425196850393,14,28995881,367215,378664,202786,175878,65044,125660,190704,633,13.142455,7.0381813,6.1042738,2.2575102,4.3613358,6.6188459,50021,16.81850393700788,24.68425196850393,14,28995881,367215,378664,202786,175878,65044,125660,190704,633,13.142455,7.0381813,6.1042738,2.2575102,4.3613358,6.6188459,50021,16.81850393700788,24.68425196850393,14,28995881,367215,378664,202786,175878,65044,125660,190704,633,13.142455,7.0381813,6.1042738,2.2575102,4.3613358,6.6188459,50021,16.81850393700788,24.68425196850393,14,28995881,367215,378664,202786,175878,65044,125660,190704,633,13.142455,7.0381813,6.1042738,2.2575102,4.3613358,6.6188459,50021
8,Mountain,4,West,AZ,4,Arizona,2017,18.2,30.5,34.4,34.4,33.5,25.5,6.2,13.1,18.9,30.8,44.7,56.9,,1.8,5.3,12.6,17.4,19.7,20.52,28.83333333333334,17.4,7044008,102936,83021,56333,26688,13385,62686,76071,177,11.872796,8.0561571,3.8166389,1.9141828,8.9646969,10.87888,42041,20.52,28.83333333333334,17.4,7044008,102936,83021,56333,26688,13385,62686,76071,177,11.872796,8.0561571,3.8166389,1.9141828,8.9646969,10.87888,42041,20.52,28.83333333333334,17.4,7044008,102936,83021,56333,26688,13385,62686,76071,177,11.872796,8.0561571,3.8166389,1.9141828,8.9646969,10.87888,42041,20.52,28.83333333333334,17.4,7044008,102936,83021,56333,26688,13385,62686,76071,177,11.872796,8.0561571,3.8166389,1.9141828,8.9646969,10.87888,42041,20.52,28.83333333333334,17.4,7044008,102936,83021,56333,26688,13385,62686,76071,177,11.872796,8.0561571,3.8166389,1.9141828,8.9646969,10.87888,42041,20.52,28.83333333333334,17.4,7044008,102936,83021,56333,26688,13385,62686,76071,177,11.872796,8.0561571,3.8166389,1.9141828,8.9646969,10.87888,42041
8,Mountain,4,West,AZ,4,Arizona,2018,14.4,33,30.4,36.7,35.4,26.1,,,,,,,,,,,,,20.52,28.83333333333334,17.4,7158024,114016,81767,60127,21640,7937,84113,92050,326,11.514832,8.4673796,3.0474513,1.1177274,11.845206,12.962934,42922,20.52,28.83333333333334,17.4,7158024,114016,81767,60127,21640,7937,84113,92050,326,11.514832,8.4673796,3.0474513,1.1177274,11.845206,12.962934,42922,20.52,28.83333333333334,17.4,7158024,114016,81767,60127,21640,7937,84113,92050,326,11.514832,8.4673796,3.0474513,1.1177274,11.845206,12.962934,42922,20.52,28.83333333333334,17.4,7158024,114016,81767,60127,21640,7937,84113,92050,326,11.514832,8.4673796,3.0474513,1.1177274,11.845206,12.962934,42922,20.52,28.83333333333334,17.4,7158024,114016,81767,60127,21640,7937,84113,92050,326,11.514832,8.4673796,3.0474513,1.1177274,11.845206,12.962934,42922,20.52,28.83333333333334,17.4,7158024,114016,81767,60127,21640,7937,84113,92050,326,11.514832,8.4673796,3.0474513,1.1177274,11.845206,12.962934,42922
8,Mountain,4,West,AZ,4,Arizona,2019,20,29.8,35.7,39.9,38.5,25.7,5.6,14.2,20.6,34.4,47.9,57.4,,,5.5,10.3,20,20.6,20.52,28.83333333333334,17.4,7278717,120693,81942,60523,21419,7782,91017,98799,475,11.35187,8.3845797,2.9672902,1.0780827,12.609078,13.687161,43717,20.52,28.83333333333334,17.4,7278717,120693,81942,60523,21419,7782,91017,98799,475,11.35187,8.3845797,2.9672902,1.0780827,12.609078,13.687161,43717,20.52,28.83333333333334,17.4,7278717,120693,81942,60523,21419,7782,91017,98799,475,11.35187,8.3845797,2.9672902,1.0780827,12.609078,13.687161,43717,20.52,28.83333333333334,17.4,7278717,120693,81942,60523,21419,7782,91017,98799,475,11.35187,8.3845797,2.9672902,1.0780827,12.609078,13.687161,43717,20.52,28.83333333333334,17.4,7278717,120693,81942,60523,21419,7782,91017,98799,475,11.35187,8.3845797,2.9672902,1.0780827,12.609078,13.687161,43717,20.52,28.83333333333334,17.4,7278717,120693,81942,60523,21419,7782,91017,98799,475,11.35187,8.3845797,2.9672902,1.0780827,12.609078,13.687161,43717
8,Mountain,4,West,CO,8,Colorado,2017,13.1,19.1,25.1,27.7,26.2,22.4,8.199999999999999,8.6,17.1,26,38.5,52.8,,1.3,4,7.8,12.6,16.5,14.36875,20.784375,9.199999999999999,5611885,72670,65375,37702,27673,8171,36612,44783,214,11.725301,6.7620234,4.9632773,1.4655056,6.5665269,8.032033,51823,14.36875,20.784375,9.199999999999999,5611885,72670,65375,37702,27673,8171,36612,44783,214,11.725301,6.7620234,4.9632773,1.4655056,6.5665269,8.032033,51823,14.36875,20.784375,9.199999999999999,5611885,72670,65375,37702,27673,8171,36612,44783,214,11.725301,6.7620234,4.9632773,1.4655056,6.5665269,8.032033,51823,14.36875,20.784375,9.199999999999999,5611885,72670,65375,37702,27673,8171,36612,44783,214,11.725301,6.7620234,4.9632773,1.4655056,6.5665269,8.032033,51823,14.36875,20.784375,9.199999999999999,5611885,72670,65375,37702,27673,8171,36612,44783,214,11.725301,6.7620234,4.9632773,1.4655056,6.5665269,8.032033,51823,14.36875,20.784375,9.199999999999999,5611885,72670,65375,37702,27673,8171,36612,44783,214,11.725301,6.7620234,4.9632773,1.4655056,6.5665269,8.032033,51823
8,Mountain,4,West,CO,8,Colorado,2018,12,22,23.7,29.2,26.8,21.8,,,,,,,,,,,,,14.36875,20.784375,9.199999999999999,5691287,79402,64494,38490,26004,10646,42539,53185,213,11.411664,6.8104777,4.6011863,1.883719,7.5269136,9.4106331,53925,14.36875,20.784375,9.199999999999999,5691287,79402,64494,38490,26004,10646,42539,53185,213,11.411664,6.8104777,4.6011863,1.883719,7.5269136,9.4106331,53925,14.36875,20.784375,9.199999999999999,5691287,79402,64494,38490,26004,10646,42539,53185,213,11.411664,6.8104777,4.6011863,1.883719,7.5269136,9.4106331,53925,14.36875,20.784375,9.199999999999999,5691287,79402,64494,38490,26004,10646,42539,53185,213,11.411664,6.8104777,4.6011863,1.883719,7.5269136,9.4106331,53925,14.36875,20.784375,9.199999999999999,5691287,79402,64494,38490,26004,10646,42539,53185,213,11.411664,6.8104777,4.6011863,1.883719,7.5269136,9.4106331,53925,14.36875,20.784375,9.199999999999999,5691287,79402,64494,38490,26004,10646,42539,53185,213,11.411664,6.8104777,4.6011863,1.883719,7.5269136,9.4106331,53925
8,Mountain,4,West,CO,8,Colorado,2019,12,22.6,25.4,27.4,27.8,24.2,7.8,11.4,14.5,24.3,38.6,52.3,,,3.8,6.5,12,15.5,14.36875,20.784375,9.199999999999999,5758736,67449,64524,39116,25408,10523,31335,41858,183,11.270545,6.8324752,4.4380698,1.8380749,5.4733515,7.3114262,54848,14.36875,20.784375,9.199999999999999,5758736,67449,64524,39116,25408,10523,31335,41858,183,11.270545,6.8324752,4.4380698,1.8380749,5.4733515,7.3114262,54848,14.36875,20.784375,9.199999999999999,5758736,67449,64524,39116,25408,10523,31335,41858,183,11.270545,6.8324752,4.4380698,1.8380749,5.4733515,7.3114262,54848,14.36875,20.784375,9.199999999999999,5758736,67449,64524,39116,25408,10523,31335,41858,183,11.270545,6.8324752,4.4380698,1.8380749,5.4733515,7.3114262,54848,14.36875,20.784375,9.199999999999999,5758736,67449,64524,39116,25408,10523,31335,41858,183,11.270545,6.8324752,4.4380698,1.8380749,5.4733515,7.3114262,54848,14.36875,20.784375,9.199999999999999,5758736,67449,64524,39116,25408,10523,31335,41858,183,11.270545,6.8324752,4.4380698,1.8380749,5.4733515,7.3114262,54848
8,Mountain,4,West,ID,16,Idaho,2017,16.2,29,31.9,36.5,35.2,26.1,5.7,11,17.4,33.6,45.8,55,,,3.9,9.4,13.6,19,15.15227272727273,20.55454545454546,10.5,1717715,35335,22430,13687,8743,1518,25007,26525,67,13.193749,8.050952,5.1427975,.8929162,14.709589,15.602506,43636,15.15227272727273,20.55454545454546,10.5,1717715,35335,22430,13687,8743,1518,25007,26525,67,13.193749,8.050952,5.1427975,.8929162,14.709589,15.602506,43636,15.15227272727273,20.55454545454546,10.5,1717715,35335,22430,13687,8743,1518,25007,26525,67,13.193749,8.050952,5.1427975,.8929162,14.709589,15.602506,43636,15.15227272727273,20.55454545454546,10.5,1717715,35335,22430,13687,8743,1518,25007,26525,67,13.193749,8.050952,5.1427975,.8929162,14.709589,15.602506,43636,15.15227272727273,20.55454545454546,10.5,1717715,35335,22430,13687,8743,1518,25007,26525,67,13.193749,8.050952,5.1427975,.8929162,14.709589,15.602506,43636,15.15227272727273,20.55454545454546,10.5,1717715,35335,22430,13687,8743,1518,25007,26525,67,13.193749,8.050952,5.1427975,.8929162,14.709589,15.602506,43636
