division_code,division_name,region_code_,region_name_,state_abbr,state_code,state_name,year,obese_pct_1,obese_pct_2,obese_pct_3,obese_pct_4,obese_pct_5,obese_pct_6,highbloodpress_pct_1,highbloodpress_pct_2,highbloodpress_pct_3,highbloodpress_pct_4,highbloodpress_pct_5,highbloodpress_pct_6,diabetes_pct_1,diabetes_pct_2,diabetes_pct_3,diabetes_pct_4,diabetes_pct_5,diabetes_pct_6,povrate15_1,childpovrate15_1,foodinsec_15_17_1,popestimate_1,npopchg_1,births_1,deaths_1,naturalinc_1,internationalmig_1,domesticmig_1,netmig_1,residual_1,rbirth_1,rdeath_1,rnaturalinc_1,rinternationalmig_1,rdomesticmig_1,rnetmig_1,percap_real_inc_1,povrate15_2,childpovrate15_2,foodinsec_15_17_2,popestimate_2,npopchg_2,births_2,deaths_2,naturalinc_2,internationalmig_2,domesticmig_2,netmig_2,residual_2,rbirth_2,rdeath_2,rnaturalinc_2,rinternationalmig_2,rdomesticmig_2,rnetmig_2,percap_real_inc_2,povrate15_3,childpovrate15_3,foodinsec_15_17_3,popestimate_3,npopchg_3,births_3,deaths_3,naturalinc_3,internationalmig_3,domesticmig_3,netmig_3,residual_3,rbirth_3,rdeath_3,rnaturalinc_3,rinternationalmig_3,rdomesticmig_3,rnetmig_3,percap_real_inc_3,povrate15_4,childpovrate15_4,foodinsec_15_17_4,popestimate_4,npopchg_4,births_4,deaths_4,naturalinc_4,internationalmig_4,domesticmig_4,netmig_4,residual_4,rbirth_4,rdeath_4,rnaturalinc_4,rinternationalmig_4,rdomesticmig_4,rnetmig_4,percap_real_inc_4,povrate15_5,childpovrate15_5,foodinsec_15_17_5,popestimate_5,npopchg_5,births_5,deaths_5,naturalinc_5,internationalmig_5,domesticmig_5,netmig_5,residual_5,rbirth_5,rdeath_5,rnaturalinc_5,rinternationalmig_5,rdomesticmig_5,rnetmig_5,percap_real_inc_5,povrate15_6,childpovrate15_6,foodinsec_15_17_6,popestimate_6,npopchg_6,births_6,deaths_6,naturalinc_6,internationalmig_6,domesticmig_6,netmig_6,residual_6,rbirth_6,rdeath_6,rnaturalinc_6,rinternationalmig_6,rdomesticmig_6,rnetmig_6,percap_real_inc_6
5,South Atlantic,3,South,NC,37,North Carolina,2017,15.6,32.6,34.2,40.2,36.2,30.3,9,12.7,20.7,34.6,52.7,65,,,7.3,10.6,18.9,22.7,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947
5,South Atlantic,3,South,NC,37,North Carolina,2018,16.7,31.6,34.4,44.5,40.3,27.6,,,,,,,,,,,,,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743
5,South Atlantic,3,South,NC,37,North Carolina,2019,22.9,30.4,37.4,42.2,37.7,31.6,8.699999999999999,12.2,24.4,36.5,50.4,63.1,,2.8,6.8,12.4,18,23.9,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629
5,South Atlantic,3,South,SC,45,South Carolina,2017,22.3,33.7,39.7,42.3,37.4,28.7,8.1,14,26,40.6,54.9,66.5,,2.4,8.800000000000001,14.2,21.2,25.4,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123
5,South Atlantic,3,South,SC,45,South Carolina,2018,19.5,32.3,40.2,43.6,36.7,31.4,,,,,,,,,,,,,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754
5,South Atlantic,3,South,SC,45,South Carolina,2019,27,35.5,38.3,39.3,38.6,32.5,10.2,14.6,24.1,40,54.1,66,,1.8,6.1,14.2,20.6,26.1,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420
5,South Atlantic,3,South,VA,51,Virginia,2017,17.7,28.8,31.8,35.8,35.4,28.2,10.6,10.4,23.4,31.1,47.7,61.8,,,5.6,11.1,19.2,20.9,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856
5,South Atlantic,3,South,VA,51,Virginia,2018,15.9,30,30.9,37.6,35.2,29.2,,,,,,,,,,,,,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928
5,South Atlantic,3,South,VA,51,Virginia,2019,20.2,29.4,34.1,38.8,36.8,29.7,6.8,13.6,21.7,37.8,46.4,62.1,,3,4.7,11.2,17,23.5,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837
5,South Atlantic,3,South,WV,54,West Virginia,2017,24.5,35.8,41.9,46.4,43.8,33.5,11.6,17.2,32.6,45.5,57.4,69.40000000000001,,3.2,8,15.9,24.7,26.5,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288
5,South Atlantic,3,South,WV,54,West Virginia,2018,22.3,40.8,46.2,48.2,43,34,,,,,,,,,,,,,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576
5,South Atlantic,3,South,WV,54,West Virginia,2019,24.9,38.5,42.6,50.2,43.7,36.4,9.9,18.9,31.7,46.6,58.2,68,,3.7,7.8,16,21.4,28.9,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437
6,East South Central,3,South,AL,1,Alabama,2017,20.7,36.3,42.2,47.1,41.2,29,7.5,20,33.3,47.2,58.8,67.3,,2.2,9.1,15.2,23.3,26.7,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436
6,East South Central,3,South,AL,1,Alabama,2018,19.3,38.1,42,39.8,43.7,31.8,,,,,,,,,,,,,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161
6,East South Central,3,South,AL,1,Alabama,2019,24.6,36.4,40.3,41.5,41.2,31.3,7.4,19.4,32.7,46.9,60.1,68.8,,1.8,6.5,14.6,25.3,25.9,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026
6,East South Central,3,South,KY,21,Kentucky,2017,20.3,35.9,38.7,40.9,35.6,31.5,8.5,17,28.3,43.8,55.4,66.8,,2.9,5.4,13.5,20.7,26.8,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475
6,East South Central,3,South,KY,21,Kentucky,2018,18.5,37,43.1,45.4,42.4,30.8,,,,,,,,,,,,,21.40749999999999,30.40416666666668,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,21.40749999999999,30.40416666666668,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,21.40749999999999,30.40416666666668,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,21.40749999999999,30.40416666666668,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,21.40749999999999,30.40416666666668,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912,21.40749999999999,30.40416666666668,14.70000000000003,4461153,8885,54428,46582,7846,895,226,1121,-82,12.212595,10.452104,1.7604913,.20082076,.050710049,.2515308,44912
6,East South Central,3,South,KY,21,Kentucky,2019,24.5,37.8,37,44,40.8,32.6,11.6,20,29.4,43,56.3,67.7,,3,4.4,16.4,20.9,25.8,21.40749999999999,30.40416666666668,14.70000000000003,4467673,6520,53471,46074,7397,765,-1541,-776,-101,11.977162,10.320282,1.6568807,.17135511,-.34517416,-.17381905,45797,21.40749999999999,30.40416666666668,14.70000000000003,4467673,6520,53471,46074,7397,765,-1541,-776,-101,11.977162,10.320282,1.6568807,.17135511,-.34517416,-.17381905,45797,21.40749999999999,30.40416666666668,14.70000000000003,4467673,6520,53471,46074,7397,765,-1541,-776,-101,11.977162,10.320282,1.6568807,.17135511,-.34517416,-.17381905,45797,21.40749999999999,30.40416666666668,14.70000000000003,4467673,6520,53471,46074,7397,765,-1541,-776,-101,11.977162,10.320282,1.6568807,.17135511,-.34517416,-.17381905,45797,21.40749999999999,30.40416666666668,14.70000000000003,4467673,6520,53471,46074,7397,765,-1541,-776,-101,11.977162,10.320282,1.6568807,.17135511,-.34517416,-.17381905,45797,21.40749999999999,30.40416666666668,14.70000000000003,4467673,6520,53471,46074,7397,765,-1541,-776,-101,11.977162,10.320282,1.6568807,.17135511,-.34517416,-.17381905,45797
6,East South Central,3,South,MS,28,Mississippi,2017,24.2,39.9,41.1,41.4,42.9,33.1,9.5,19.3,30.8,44.1,61.6,67.59999999999999,,,8.300000000000001,15.2,24.6,27.6,25.22439024390243,35.65243902439023,12.79999999999998,2988510,572,37532,31950,5582,2492,-7490,-4998,-12,12.559969,10.69197,1.8679992,.83394015,-2.5065055,-1.6725653,40794,25.22439024390243,35.65243902439023,12.79999999999998,2988510,572,37532,31950,5582,2492,-7490,-4998,-12,12.559969,10.69197,1.8679992,.83394015,-2.5065055,-1.6725653,40794,25.22439024390243,35.65243902439023,12.79999999999998,2988510,572,37532,31950,5582,2492,-7490,-4998,-12,12.559969,10.69197,1.8679992,.83394015,-2.5065055,-1.6725653,40794,25.22439024390243,35.65243902439023,12.79999999999998,2988510,572,37532,31950,5582,2492,-7490,-4998,-12,12.559969,10.69197,1.8679992,.83394015,-2.5065055,-1.6725653,40794,25.22439024390243,35.65243902439023,12.79999999999998,2988510,572,37532,31950,5582,2492,-7490,-4998,-12,12.559969,10.69197,1.8679992,.83394015,-2.5065055,-1.6725653,40794,25.22439024390243,35.65243902439023,12.79999999999998,2988510,572,37532,31950,5582,2492,-7490,-4998,-12,12.559969,10.69197,1.8679992,.83394015,-2.5065055,-1.6725653,40794
6,East South Central,3,South,MS,28,Mississippi,2018,29.5,38.5,45.4,46.3,44.2,32.8,,,,,,,,,,,,,25.22439024390243,35.65243902439023,12.79999999999998,2981020,-7490,36832,31603,5229,2013,-14775,-12762,43,12.34,10.588103,1.7518967,.67442495,-4.9501386,-4.2757134,41051,25.22439024390243,35.65243902439023,12.79999999999998,2981020,-7490,36832,31603,5229,2013,-14775,-12762,43,12.34,10.588103,1.7518967,.67442495,-4.9501386,-4.2757134,41051,25.22439024390243,35.65243902439023,12.79999999999998,2981020,-7490,36832,31603,5229,2013,-14775,-12762,43,12.34,10.588103,1.7518967,.67442495,-4.9501386,-4.2757134,41051,25.22439024390243,35.65243902439023,12.79999999999998,2981020,-7490,36832,31603,5229,2013,-14775,-12762,43,12.34,10.588103,1.7518967,.67442495,-4.9501386,-4.2757134,41051,25.22439024390243,35.65243902439023,12.79999999999998,2981020,-7490,36832,31603,5229,2013,-14775,-12762,43,12.34,10.588103,1.7518967,.67442495,-4.9501386,-4.2757134,41051,25.22439024390243,35.65243902439023,12.79999999999998,2981020,-7490,36832,31603,5229,2013,-14775,-12762,43,12.34,10.588103,1.7518967,.67442495,-4.9501386,-4.2757134,41051
6,East South Central,3,South,MS,28,Mississippi,2019,27.8,37.2,46.9,50.1,45.9,36.4,13,20.6,32.5,49,60.4,71.8,,,7.7,15.5,25.2,30.1,25.22439024390243,35.65243902439023,12.79999999999998,2976149,-4871,35978,31536,4442,1429,-10740,-9311,-2,12.078892,10.58758,1.4913124,.47975808,-3.6057396,-3.1259816,42134,25.22439024390243,35.65243902439023,12.79999999999998,2976149,-4871,35978,31536,4442,1429,-10740,-9311,-2,12.078892,10.58758,1.4913124,.47975808,-3.6057396,-3.1259816,42134,25.22439024390243,35.65243902439023,12.79999999999998,2976149,-4871,35978,31536,4442,1429,-10740,-9311,-2,12.078892,10.58758,1.4913124,.47975808,-3.6057396,-3.1259816,42134,25.22439024390243,35.65243902439023,12.79999999999998,2976149,-4871,35978,31536,4442,1429,-10740,-9311,-2,12.078892,10.58758,1.4913124,.47975808,-3.6057396,-3.1259816,42134,25.22439024390243,35.65243902439023,12.79999999999998,2976149,-4871,35978,31536,4442,1429,-10740,-9311,-2,12.078892,10.58758,1.4913124,.47975808,-3.6057396,-3.1259816,42134,25.22439024390243,35.65243902439023,12.79999999999998,2976149,-4871,35978,31536,4442,1429,-10740,-9311,-2,12.078892,10.58758,1.4913124,.47975808,-3.6057396,-3.1259816,42134
